Inpatient Facility Charge Table,,,,,,,,
,,,,,,,,
Item Code,Code Type,Description,Charge Type Indicator,Standard Room and Board Per Diem,Standard Ancillary Charge Per Diem,ICU Room and Board Per Diem,ICU Ancillary Charge Per Diem,Start Date
212,DRG,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT AGE 0-17,S,"$3,142.95","$19,369.83","$4,680.21","$19,369.83",20061001
213,DRG,AMPUTATION FOR MUSCULOSKELETAL SYSTEM & CONN TISSUE DISORDERS,S,"$1,402.43","$3,985.81","$2,668.72","$3,985.81",20061001
216,DRG,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE,S,"$1,364.26","$6,716.37","$2,392.86","$6,716.37",20061001
217,DRG,"WND DEBRID & SKN GRFT EXCEPT HAND,FOR MUSCSKELET & CONN TISS DIS",S,"$1,500.68","$4,010.64","$3,083.50","$4,010.64",20061001
218,DRG,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR AGE >17 W CC",S,"$1,310.62","$6,023.42","$2,523.68","$6,023.42",20061001
219,DRG,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR AGE >17 W/O CC",S,"$1,320.77","$7,209.04","$2,364.86","$7,209.04",20061001
220,DRG,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR AGE 0-17",S,"$1,599.04","$6,540.99","$3,308.02","$6,540.99",20061001
223,DRG,"MAJOR SHOULDER/ELBOW PROC, OR OTHER UPPER EXTREMITY PROC W CC",S,"$1,351.21","$7,456.17","$2,472.14","$7,456.17",20061001
224,DRG,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC, W/O CC",S,"$1,433.05","$10,213.11","$2,628.31","$10,213.11",20061001
225,DRG,FOOT PROCEDURES,S,"$1,464.14","$4,445.69","$2,895.14","$4,445.69",20061001
226,DRG,SOFT TISSUE PROCEDURES W CC,S,"$1,479.59","$4,789.04","$2,954.30","$4,789.04",20061001
227,DRG,SOFT TISSUE PROCEDURES W/O CC,S,"$1,502.70","$7,387.12","$2,844.23","$7,387.12",20061001
228,DRG,"MAJOR THUMB OR JOINT PROC,OR OTH HAND OR WRIST PROC W CC",S,"$1,496.78","$5,870.28","$3,649.32","$5,870.28",20061001
229,DRG,"HAND OR WRIST PROC, EXCEPT MAJOR JOINT PROC, W/O CC",S,"$1,439.72","$6,557.33","$2,708.19","$6,557.33",20061001
230,DRG,LOCAL EXCISION & REMOVAL OF INT FIX DEVICES OF HIP & FEMUR,S,"$1,420.58","$5,095.27","$2,517.21","$5,095.27",20061001
232,DRG,ARTHROSCOPY,S,"$1,509.11","$7,813.71","$2,962.72","$7,813.71",20061001
233,DRG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,S,"$1,320.38","$5,667.21","$2,668.20","$5,667.21",20061001
234,DRG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC,S,"$1,287.47","$10,094.65","$2,560.61","$10,094.65",20061001
235,DRG,FRACTURES OF FEMUR,N,"$1,306.93","$2,381.38","$2,479.12","$2,381.38",20061001
236,DRG,FRACTURES OF HIP & PELVIS,N,"$1,329.55","$2,436.41","$2,601.90","$2,436.41",20061001
237,DRG,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH",N,"$1,472.31","$2,651.28","$2,220.30","$2,651.28",20061001
238,DRG,OSTEOMYELITIS,N,"$1,454.00","$2,390.94","$2,410.55","$2,390.94",20061001
239,DRG,PATHOLOGICAL FRACTURES & MUSCULOSKELETAL & CONN TISS MALIGNANCY,N,"$1,413.78","$2,738.82","$2,613.29","$2,738.82",20061001
240,DRG,CONNECTIVE TISSUE DISORDERS W CC,N,"$1,426.24","$3,782.74","$2,790.15","$3,782.74",20061001
241,DRG,CONNECTIVE TISSUE DISORDERS W/O CC,N,"$1,492.14","$3,259.71","$2,569.22","$3,259.71",20061001
242,DRG,SEPTIC ARTHRITIS,N,"$1,291.38","$2,326.13","$2,107.54","$2,326.13",20061001
243,DRG,MEDICAL BACK PROBLEMS,N,"$1,293.88","$2,681.35","$2,450.67","$2,681.35",20061001
244,DRG,BONE DISEASES & SPECIFIC ARTHROPATHIES W CC,N,"$1,430.99","$2,357.57","$2,508.94","$2,357.57",20061001
245,DRG,BONE DISEASES & SPECIFIC ARTHROPATHIES W/O CC,N,"$1,432.39","$2,116.67","$2,833.63","$2,116.67",20061001
246,DRG,NON-SPECIFIC ARTHROPATHIES,N,"$1,415.59","$2,636.92","$2,861.63","$2,636.92",20061001
247,DRG,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE,N,"$1,354.85","$2,824.04","$2,240.19","$2,824.04",20061001
248,DRG,"TENDONITIS, MYOSITIS & BURSITIS",N,"$1,457.09","$2,908.28","$2,743.01","$2,908.28",20061001
249,DRG,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE",N,"$1,323.37","$2,093.47","$2,701.01","$2,093.47",20061001
250,DRG,"FX, SPRN, STRN & DISL OF FOREARM, HAND, FOOT AGE >17 W CC",N,"$1,469.96","$2,997.16","$2,662.67","$2,997.16",20061001
251,DRG,"FX, SPRN, STRN & DISL OF FOREARM, HAND, FOOT AGE >17 W/O CC",N,"$1,488.01","$2,753.98","$3,040.17","$2,753.98",20061001
252,DRG,"FX, SPRN, STRN & DISL OF FOREARM, HAND, FOOT AGE 0-17",N,"$1,311.13","$1,924.04","$2,639.95","$1,924.04",20061001
253,DRG,"FX, SPRN, STRN & DISL OF UPARM,LOWLEG EX FOOT AGE >17 W CC",N,"$1,357.53","$2,668.86","$2,684.71","$2,668.86",20061001
254,DRG,"FX, SPRN, STRN & DISL OF UPARM,LOWLEG EX FOOT AGE >17 W/O CC",N,"$1,420.29","$2,245.37","$2,667.49","$2,245.37",20061001
255,DRG,"FX, SPRN, STRN & DISL OF UPARM,LOWLEG EX FOOT AGE 0-17",N,"$1,262.51","$1,722.28","$2,474.67","$1,722.28",20061001
256,DRG,OTHER MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE DIAGNOSES,N,"$1,407.32","$2,560.08","$2,626.01","$2,560.08",20061001
257,DRG,TOTAL MASTECTOMY FOR MALIGNANCY W CC,S,"$1,390.79","$7,532.25","$2,554.68","$7,532.25",20061001
258,DRG,TOTAL MASTECTOMY FOR MALIGNANCY W/O CC,S,"$1,355.64","$9,625.30","$2,624.84","$9,625.30",20061001
259,DRG,SUBTOTAL MASTECTOMY FOR MALIGNANCY W CC,S,"$1,762.67","$8,132.92","$2,790.80","$8,132.92",20061001
260,DRG,SUBTOTAL MASTECTOMY FOR MALIGNANCY W/O CC,S,"$1,694.56","$12,577.86","$3,202.01","$12,577.86",20061001
261,DRG,BREAST PROC FOR NON-MALIGNANCY EXCEPT BIOPSY & LOCAL EXCISION,S,"$1,638.30","$10,313.21","$3,967.12","$10,313.21",20061001
262,DRG,BREAST BIOPSY & LOCAL EXCISION FOR NON-MALIGNANCY,S,"$1,473.36","$4,528.24","$2,244.07","$4,528.24",20061001
263,DRG,SKIN GRAFT &/OR DEBRID FOR SKN ULCER OR CELLULITIS W CC,S,"$1,390.99","$2,776.98","$2,745.25","$2,776.98",20061001
264,DRG,SKIN GRAFT &/OR DEBRID FOR SKN ULCER OR CELLULITIS W/O CC,S,"$1,343.89","$2,834.26","$2,420.02","$2,834.26",20061001
265,DRG,SKIN GRAFT &/OR DEBRID EXCEPT FOR SKIN ULCER OR CELLULITIS W CC,S,"$1,706.54","$5,052.97","$4,240.98","$5,052.97",20061001
266,DRG,SKIN GRAFT &/OR DEBRID EXCEPT FOR SKIN ULCER OR CELLULITIS W/O CC,S,"$1,878.09","$7,972.36","$4,078.31","$7,972.36",20061001
267,DRG,PERIANAL & PILONIDAL PROCEDURES,S,"$1,370.63","$4,337.05","$2,358.67","$4,337.05",20061001
268,DRG,"SKIN, SUBCUTANEOUS TISSUE & BREAST PLASTIC PROCEDURES",S,"$1,487.42","$7,182.06","$3,051.42","$7,182.06",20061001
269,DRG,"OTHER SKIN, SUBCUT TISS & BREAST PROC W CC",S,"$1,432.67","$3,717.28","$2,912.34","$3,717.28",20061001
270,DRG,"OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC",S,"$1,456.56","$4,915.73","$3,002.92","$4,915.73",20061001
271,DRG,SKIN ULCERS,N,"$1,335.97","$2,048.29","$2,409.06","$2,048.29",20061001
272,DRG,MAJOR SKIN DISORDERS W CC,N,"$1,419.13","$2,710.65","$3,039.56","$2,710.65",20061001
273,DRG,MAJOR SKIN DISORDERS W/O CC,N,"$1,397.17","$2,354.37","$2,889.77","$2,354.37",20061001
274,DRG,MALIGNANT BREAST DISORDERS W CC,N,"$1,416.72","$2,467.35","$2,266.70","$2,467.35",20061001
275,DRG,MALIGNANT BREAST DISORDERS W/O CC,N,"$1,385.34","$3,005.62","$2,231.89","$3,005.62",20061001
276,DRG,NON-MALIGANT BREAST DISORDERS,N,"$1,394.63","$2,379.58","$1,977.68","$2,379.58",20061001
277,DRG,CELLULITIS AGE >17 W CC,N,"$1,413.53","$2,372.39","$2,559.46","$2,372.39",20061001
278,DRG,CELLULITIS AGE >17 W/O CC,N,"$1,343.51","$1,985.05","$2,235.64","$1,985.05",20061001
279,DRG,CELLULITIS AGE 0-17,N,"$1,474.52","$2,036.40","$2,590.85","$2,036.40",20061001
280,DRG,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST AGE >17 W CC",N,"$1,374.17","$2,901.25","$2,683.06","$2,901.25",20061001
281,DRG,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST AGE >17 W/O CC",N,"$1,458.76","$2,962.11","$2,741.17","$2,962.11",20061001
282,DRG,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST AGE 0-17",N,"$1,382.08","$2,199.42","$2,676.52","$2,199.42",20061001
283,DRG,MINOR SKIN DISORDERS W CC,N,"$1,430.94","$2,524.24","$2,706.24","$2,524.24",20061001
284,DRG,MINOR SKIN DISORDERS W/O CC,N,"$1,434.81","$2,397.59","$2,760.35","$2,397.59",20061001
285,DRG,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DISORDERS",S,"$1,387.57","$3,479.43","$2,698.50","$3,479.43",20061001
286,DRG,ADRENAL & PITUITARY PROCEDURES,S,"$1,581.88","$8,551.16","$3,456.92","$8,551.16",20061001
287,DRG,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DISORDERS",S,"$1,402.28","$2,862.28","$2,604.42","$2,862.28",20061001
288,DRG,O.R. PROCEDURES FOR OBESITY,S,"$1,420.02","$12,262.08","$2,990.75","$12,262.08",20061001
289,DRG,PARATHYROID PROCEDURES,S,"$1,699.92","$10,019.97","$3,356.51","$10,019.97",20061001
290,DRG,THYROID PROCEDURES,S,"$1,551.23","$10,622.81","$3,365.44","$10,622.81",20061001
291,DRG,THYROGLOSSAL PROCEDURES,S,"$2,073.81","$11,108.55","$4,001.86","$11,108.55",20061001
292,DRG,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC",S,"$1,599.78","$4,834.52","$3,008.13","$4,834.52",20061001
293,DRG,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W/O CC",S,"$1,664.91","$6,741.55","$3,674.95","$6,741.55",20061001
294,DRG,DIABETES AGE >35,N,"$1,445.07","$2,787.08","$2,731.98","$2,787.08",20061001
295,DRG,DIABETES AGE 0-35,N,"$1,166.62","$3,211.94","$2,501.86","$3,211.94",20061001
296,DRG,NUTRITIONAL & MISC METABOLIC DISORDERS AGE >17 W CC,N,"$1,285.94","$2,577.18","$2,334.74","$2,577.18",20061001
297,DRG,NUTRITIONAL & MISC METABOLIC DISORDERS AGE >17 W/O CC,N,"$1,298.91","$2,321.02","$2,348.07","$2,321.02",20061001
298,DRG,NUTRITIONAL & MISC METABOLIC DISORDERS AGE 0-17,N,"$2,093.76","$3,602.39","$3,947.26","$3,602.39",20061001
299,DRG,INBORN ERRORS OF METABOLISM,N,"$1,204.86","$3,659.90","$2,740.77","$3,659.90",20061001
300,DRG,ENDOCRINE DISORDERS W CC,N,"$1,424.92","$3,074.66","$2,704.95","$3,074.66",20061001
301,DRG,ENDOCRINE DISORDERS W/O CC,N,"$1,498.64","$3,221.13","$2,740.14","$3,221.13",20061001
302,DRG,KIDNEY TRANSPLANT,S,"$2,236.33","$19,819.10","$4,062.92","$19,819.10",20061001
303,DRG,"KIDNEY,URETER & MAJOR BLADDER PROCEDURES FOR NEOPLASM",S,"$1,474.84","$6,299.91","$2,999.02","$6,299.91",20061001
304,DRG,"KIDNEY,URETER & MAJOR BLADDER PROC FOR NON-NEOPL W CC",S,"$1,637.59","$5,726.66","$3,153.32","$5,726.66",20061001
305,DRG,"KIDNEY,URETER & MAJOR BLADDER PROC FOR NON-NEOPL W/O CC",S,"$1,469.01","$8,508.31","$2,762.39","$8,508.31",20061001
306,DRG,PROSTATECTOMY W CC,S,"$1,490.72","$4,190.50","$2,539.51","$4,190.50",20061001
307,DRG,PROSTATECTOMY W/O CC,S,"$1,439.06","$7,126.76","$2,984.65","$7,126.76",20061001
308,DRG,MINOR BLADDER PROCEDURES W CC,S,"$1,435.88","$5,069.46","$2,820.47","$5,069.46",20061001
309,DRG,MINOR BLADDER PROCEDURES W/O CC,S,"$1,448.71","$11,016.66","$2,588.24","$11,016.66",20061001
310,DRG,TRANSURETHRAL PROCEDURES W CC,S,"$1,534.86","$5,233.58","$2,795.11","$5,233.58",20061001
311,DRG,TRANSURETHRAL PROCEDURES W/O CC,S,"$1,865.96","$9,049.41","$3,180.32","$9,049.41",20061001
312,DRG,"URETHRAL PROCEDURES, AGE >17 W CC",S,"$1,552.59","$4,966.18","$2,874.72","$4,966.18",20061001
313,DRG,"URETHRAL PROCEDURES, AGE >17 W/O CC",S,"$2,121.34","$9,495.61","$2,722.69","$9,495.61",20061001
314,DRG,"URETHRAL PROCEDURES, AGE 0-17",S,"$1,550.95","$4,917.23","$2,666.61","$4,917.23",20061001
315,DRG,OTHER KIDNEY & URINARY TRACT O.R. PROCEDURES,S,"$1,583.70","$5,946.95","$2,841.50","$5,946.95",20061001
316,DRG,RENAL FAILURE,N,"$1,381.76","$3,239.07","$2,535.48","$3,239.07",20061001
317,DRG,ADMIT FOR RENAL DIALYSIS,N,"$1,292.62","$4,184.32","$2,371.78","$4,184.32",20061001
318,DRG,KIDNEY & URINARY TRACT NEOPLASMS W CC,N,"$1,382.52","$3,174.80","$2,691.17","$3,174.80",20061001
319,DRG,KIDNEY & URINARY TRACT NEOPLASMS W/O CC,N,"$1,960.33","$5,775.10","$2,701.73","$5,775.10",20061001
320,DRG,KIDNEY & URINARY TRACT INFECTIONS AGE >17 W CC,N,"$1,291.24","$2,539.77","$2,343.55","$2,539.77",20061001
321,DRG,KIDNEY & URINARY TRACT INFECTIONS AGE >17 W/O CC,N,"$1,265.15","$2,272.08","$2,167.42","$2,272.08",20061001
322,DRG,KIDNEY & URINARY TRACT INFECTIONS AGE 0-17,N,"$1,439.58","$3,059.43","$1,607.13","$3,059.43",20061001
323,DRG,"URINARY STONES W CC, &/OR ESW LITHOTRIPSY",N,"$1,338.96","$4,890.43","$2,408.15","$4,890.43",20061001
324,DRG,URINARY STONES W/O CC,N,"$1,246.28","$5,070.21","$2,474.28","$5,070.21",20061001
325,DRG,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS AGE >17 W CC,N,"$1,515.70","$2,903.31","$2,728.09","$2,903.31",20061001
326,DRG,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS AGE >17 W/O CC,N,"$1,610.07","$2,963.89","$2,850.66","$2,963.89",20061001
327,DRG,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS AGE 0-17,N,"$1,459.15","$2,241.38","$2,593.38","$2,241.38",20061001
328,DRG,URETHRAL STRICTURE AGE >17 W CC,N,"$1,539.33","$3,683.17","$2,978.97","$3,683.17",20061001
329,DRG,URETHRAL STRICTURE AGE >17 W/O CC,N,"$3,030.46","$10,388.99","$5,067.39","$10,388.99",20061001
330,DRG,URETHRAL STRICTURE AGE 0-17,N,"$1,723.90","$3,638.59","$3,613.13","$3,638.59",20061001
331,DRG,OTHER KIDNEY & URINARY TRACT DIAGNOSES AGE >17 W CC,N,"$1,468.43","$3,509.64","$2,615.95","$3,509.64",20061001
332,DRG,OTHER KIDNEY & URINARY TRACT DIAGNOSES AGE >17 W/O CC,N,"$1,647.77","$4,116.30","$2,952.11","$4,116.30",20061001
333,DRG,OTHER KIDNEY & URINARY TRACT DIAGNOSES AGE 0-17,N,"$2,170.68","$4,019.29","$3,754.48","$4,019.29",20061001
334,DRG,MAJOR MALE PELVIC PROCEDURES W CC,S,"$1,363.16","$7,618.48","$2,805.33","$7,618.48",20061001
335,DRG,MAJOR MALE PELVIC PROCEDURES W/O CC,S,"$1,396.07","$10,873.33","$2,791.03","$10,873.33",20061001
336,DRG,TRANSURETHRAL PROSTATECTOMY W CC,S,"$1,376.61","$5,182.53","$2,637.62","$5,182.53",20061001
337,DRG,TRANSURETHRAL PROSTATECTOMY W/O CC,S,"$1,420.27","$7,123.93","$2,785.31","$7,123.93",20061001
338,DRG,"TESTES PROCEDURES, FOR MALIGNANCY",S,"$1,347.77","$4,689.29","$2,785.42","$4,689.29",20061001
339,DRG,"TESTES PROCEDURES, NON-MALIGNANCY AGE >17",S,"$1,344.14","$4,677.67","$3,541.95","$4,677.67",20061001
340,DRG,"TESTES PROCEDURES, NON-MALIGNANCY AGE 0-17",S,"$1,270.54","$3,843.07","$2,678.03","$3,843.07",20061001
341,DRG,PENIS PROCEDURES,S,"$1,583.85","$10,767.59","$3,382.06","$10,767.59",20061001
342,DRG,CIRCUMCISION AGE >17,S,"$1,203.69","$4,622.02","$1,806.81","$4,622.02",20061001
343,DRG,CIRCUMCISION AGE 0-17,S,"$1,098.46","$4,343.14","$2,049.30","$4,343.14",20061001
344,DRG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY,S,"$1,762.32","$11,052.14","$2,996.01","$11,052.14",20061001
345,DRG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXCEPT FOR MALIGNANCY,S,"$1,397.25","$3,906.53","$2,699.60","$3,906.53",20061001
346,DRG,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM, W CC",N,"$1,326.41","$2,425.19","$2,272.46","$2,425.19",20061001
347,DRG,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM, W/O CC",N,"$1,378.74","$3,738.50","$2,248.33","$3,738.50",20061001
348,DRG,BENIGN PROSTATIC HYPERTROPHY W CC,N,"$1,471.73","$2,753.47","$2,711.94","$2,753.47",20061001
349,DRG,BENIGN PROSTATIC HYPERTROPHY W/O CC,N,"$1,558.10","$2,607.22","$2,612.93","$2,607.22",20061001
350,DRG,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM,N,"$1,310.31","$2,605.41","$2,209.47","$2,605.41",20061001
351,DRG,"STERILIZATION, MALE",N,"$1,115.03","$3,064.01","$2,161.05","$3,064.01",20061001
352,DRG,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES,N,"$1,508.91","$3,097.71","$2,848.59","$3,097.71",20061001
353,DRG,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY & RADICAL VULVECTOMY",S,"$1,690.54","$6,559.59","$3,865.94","$6,559.59",20061001
354,DRG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC",S,"$1,559.07","$5,459.84","$3,276.97","$5,459.84",20061001
355,DRG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC",S,"$1,454.01","$6,299.49","$2,774.66","$6,299.49",20061001
356,DRG,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,S,"$1,239.69","$9,088.16","$2,564.11","$9,088.16",20061001
357,DRG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY,S,"$1,506.75","$5,549.59","$3,115.92","$5,549.59",20061001
358,DRG,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC,S,"$1,263.28","$5,854.80","$2,704.55","$5,854.80",20061001
359,DRG,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC,S,"$1,248.72","$7,250.77","$2,624.95","$7,250.77",20061001
360,DRG,"VAGINA, CERVIX & VULVA PROCEDURES",S,"$1,234.96","$7,279.85","$2,453.51","$7,279.85",20061001
361,DRG,LAPAROSCOPY & INCISIONAL TUBAL INTERRUPTION,S,"$1,564.68","$9,183.64","$3,600.28","$9,183.64",20061001
362,DRG,ENDOSCOPIC TUBAL INTERRUPTION,S,"$1,101.78","$5,311.55","$2,228.97","$5,311.55",20061001
363,DRG,"D&C, CONIZATION & RADIO-IMPLANT, FOR MALIGNANCY",S,"$1,784.44","$5,336.09","$2,959.88","$5,336.09",20061001
364,DRG,"D&C, CONIZATION EXCEPT FOR MALIGNANCY",S,"$1,609.96","$4,070.82","$3,082.33","$4,070.82",20061001
365,DRG,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES,S,"$1,425.41","$5,397.56","$3,254.89","$5,397.56",20061001
366,DRG,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W CC",N,"$1,406.27","$3,050.08","$2,805.05","$3,050.08",20061001
367,DRG,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W/O CC",N,"$1,846.38","$3,987.59","$3,987.10","$3,987.59",20061001
368,DRG,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM",N,"$1,335.98","$2,898.92","$2,513.41","$2,898.92",20061001
369,DRG,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS,N,"$1,518.97","$3,202.37","$2,475.85","$3,202.37",20061001
370,DRG,CESAREAN SECTION W CC,S,"$1,390.31","$3,426.51","$3,338.13","$3,426.51",20061001
371,DRG,CESAREAN SECTION W/O CC,S,"$1,364.76","$3,538.47","$3,766.41","$3,538.47",20061001
372,DRG,VAGINAL DELIVERY W COMPLICATING DIAGNOSES,N,"$1,248.61","$2,910.61","$2,244.93","$2,910.61",20061001
373,DRG,VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,N,"$1,345.22","$3,126.23","$2,115.50","$3,126.23",20061001
374,DRG,VAGINAL DELIVERY W STERILIZATION &/OR D&C,S,"$1,467.48","$5,261.13","$4,956.33","$5,261.13",20061001
375,DRG,VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C,S,"$3,221.02","$8,804.37","$6,898.03","$8,804.37",20061001
376,DRG,POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,N,"$1,435.64","$3,620.78","$3,042.88","$3,620.78",20061001
377,DRG,POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,S,"$1,485.19","$7,283.70","$3,047.08","$7,283.70",20061001
378,DRG,ECTOPIC PREGNANCY,N,"$1,467.59","$7,790.44","$3,063.97","$7,790.44",20061001
379,DRG,THREATENED ABORTION,N,"$1,504.33","$1,894.93","$2,209.47","$1,894.93",20061001
380,DRG,ABORTION W/O D&C,N,"$2,316.96","$6,883.33","$4,714.63","$6,883.33",20061001
381,DRG,"ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",S,"$1,579.54","$8,134.75","$3,755.23","$8,134.75",20061001
382,DRG,FALSE LABOR,N,"$1,200.32","$1,834.74","$2,029.53","$1,834.74",20061001
383,DRG,OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,N,"$1,503.56","$2,474.13","$3,005.57","$2,474.13",20061001
384,DRG,OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,N,"$1,475.36","$2,845.59","$1,970.70","$2,845.59",20061001
385,DRG,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",N,"$2,151.46","$3,932.21","$3,953.58","$3,932.21",20061001
386,DRG,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",N,"$1,923.05","$3,514.72","$3,533.83","$3,514.72",20061001
387,DRG,PREMATURITY W MAJOR PROBLEMS,N,"$1,709.00","$3,123.53","$3,140.51","$3,123.53",20061001
388,DRG,PREMATURITY W/O MAJOR PROBLEMS,N,"$1,089.47","$1,991.21","$2,002.02","$1,991.21",20061001
389,DRG,FULL TERM NEONATE W MAJOR PROBLEMS,N,"$1,593.45","$9,310.34","$2,336.14","$9,310.34",20061001
390,DRG,NEONATE W OTHER SIGNIFICANT PROBLEMS,N,$991.96,"$1,812.97","$1,822.84","$1,812.97",20061001
391,DRG,NORMAL NEWBORN,N,$369.03,$674.48,$678.15,$674.48,20061001
392,DRG,SPLENECTOMY AGE >17,S,"$1,233.80","$6,357.34","$2,611.30","$6,357.34",20061001
393,DRG,SPLENECTOMY AGE 0-17,S,"$1,149.77","$5,899.27","$2,482.14","$5,899.27",20061001
394,DRG,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS,S,"$1,666.84","$5,539.58","$3,063.34","$5,539.58",20061001
395,DRG,RED BLOOD CELL DISORDERS AGE >17,N,"$1,343.84","$3,342.75","$2,356.96","$3,342.75",20061001
396,DRG,RED BLOOD CELL DISORDERS AGE 0-17,N,"$1,383.24","$4,039.76","$2,067.32","$4,039.76",20061001
397,DRG,COAGULATION DISORDERS,N,"$1,388.13","$5,065.08","$2,536.83","$5,065.08",20061001
398,DRG,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,N,"$1,447.30","$3,885.81","$2,533.21","$3,885.81",20061001
399,DRG,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC,N,"$1,446.86","$3,506.85","$2,914.27","$3,506.85",20061001
401,DRG,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,S,"$1,523.20","$4,794.87","$2,730.03","$4,794.87",20061001
402,DRG,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC,S,"$1,611.25","$7,118.60","$2,757.26","$7,118.60",20061001
403,DRG,LYMPHOMA & NON-ACUTE LEUKEMIA W CC,N,"$1,506.22","$4,205.55","$2,774.55","$4,205.55",20061001
404,DRG,LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC,N,"$1,634.75","$4,344.33","$2,432.71","$4,344.33",20061001
405,DRG,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE AGE 0-17,N,"$1,535.67","$5,020.98","$3,054.60","$5,020.98",20061001
406,DRG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R.PROC W CC,S,"$1,732.93","$6,698.07","$3,727.17","$6,698.07",20061001
407,DRG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R.PROC W/O CC,S,"$1,759.86","$8,397.84","$3,388.58","$8,397.84",20061001
408,DRG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R.PROC,S,"$1,698.29","$5,865.17","$3,309.09","$5,865.17",20061001
409,DRG,RADIOTHERAPY,N,"$2,121.74","$4,413.24","$4,471.53","$4,413.24",20061001
410,DRG,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS,N,"$2,155.05","$7,656.33","$3,195.39","$7,656.33",20061001
411,DRG,HISTORY OF MALIGNANCY W/O ENDOSCOPY,N,"$1,141.57","$8,102.15",$905.32,"$8,102.15",20061001
412,DRG,HISTORY OF MALIGNANCY W ENDOSCOPY,N,"$3,473.78","$8,956.46","$1,282.40","$8,956.46",20061001
