"Version 2.7, Mid Year Update - Professional Services and Supplies Charge Table, Including Ambulance",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Item Code,Code Type,Description,Modifier,"Technical, Professional Indicator",Service Category Code,Primary/Bundled Indicator,Charge Type Indicator,Work Expense Units,Provider-Based Practice Expense Units,Non-Provider-Based Practice Expense Units,Total Expense Units, Anesthesia Base Units,Unit Charge,Base Charge,Unit Type,Facility Indicator,Outpatient Indicator,Inpatient Indicator,Skilled Nursing Facility Carveout,Freestanding Carve-out,Start Date
27535,CPT,Treat knee fracture,,,21 ,,RBRVS,11.48 ,10.14 ,10.14 ,,,,,1,0,1,1,1,1,20060825
27536,CPT,Treat knee fracture,,,21 ,,RBRVS,15.63 ,11.64 ,11.64 ,,,,,1,0,1,1,1,1,20060825
27538,CPT,Treat knee fracture(s),,,21 ,,RBRVS,4.86 ,5.21 ,6.15 ,,,,,1,0,1,1,1,1,20060825
27540,CPT,Treat knee fracture,,,21 ,,RBRVS,13.08 ,9.54 ,9.54 ,,,,,1,0,1,1,1,1,20060825
27550,CPT,Treat knee dislocation,,,21 ,,RBRVS,5.75 ,4.94 ,6.03 ,,,,,1,0,1,1,1,1,20060825
27552,CPT,Treat knee dislocation,,,21 ,,RBRVS,7.89 ,6.97 ,6.97 ,,,,,1,0,1,1,1,1,20060825
27556,CPT,Treat knee dislocation,,,21 ,,RBRVS,14.39 ,11.68 ,11.68 ,,,,,1,0,1,1,1,1,20060825
27557,CPT,Treat knee dislocation,,,21 ,,RBRVS,16.74 ,13.16 ,13.16 ,,,,,1,0,1,1,1,1,20060825
27558,CPT,Treat knee dislocation,,,21 ,,RBRVS,17.69 ,13.08 ,13.08 ,,,,,1,0,1,1,1,1,20060825
27560,CPT,Treat kneecap dislocation,,,21 ,,RBRVS,3.81 ,3.19 ,4.85 ,,,,,1,0,1,1,1,1,20060825
27562,CPT,Treat kneecap dislocation,,,21 ,,RBRVS,5.78 ,4.78 ,4.78 ,,,,,1,0,1,1,1,1,20060825
27566,CPT,Treat kneecap dislocation,,,21 ,,RBRVS,12.21 ,9.35 ,9.35 ,,,,,1,0,1,1,1,1,20060825
27570,CPT,Fixation of knee joint,,,21 ,,RBRVS,1.74 ,1.78 ,1.78 ,,,,,1,0,1,1,1,1,20060825
27580,CPT,Fusion of knee,,,21 ,,RBRVS,19.34 ,14.84 ,14.84 ,,,,,1,0,1,1,1,1,20060825
27590,CPT,Amputate leg at thigh,,,21 ,,RBRVS,12.01 ,6.69 ,6.69 ,,,,,1,0,1,1,1,1,20060825
27591,CPT,Amputate leg at thigh,,,21 ,,RBRVS,12.66 ,8.67 ,8.67 ,,,,,1,0,1,1,1,1,20060825
27592,CPT,Amputate leg at thigh,,,21 ,,RBRVS,10.00 ,6.19 ,6.19 ,,,,,1,0,1,1,1,1,20060825
27594,CPT,Amputation follow-up surgery,,,21 ,,RBRVS,6.91 ,5.18 ,5.18 ,,,,,1,0,1,1,1,1,20060825
27596,CPT,Amputation follow-up surgery,,,21 ,,RBRVS,10.58 ,6.83 ,6.83 ,,,,,1,0,1,1,1,1,20060825
27598,CPT,Amputate lower leg at knee,,,21 ,,RBRVS,10.51 ,7.04 ,7.04 ,,,,,1,0,1,1,1,1,20060825
27599,CPT,Leg surgery procedure,,,21 ,,TotalUnits,,,,19.68 ,,,,1,0,1,1,1,1,20060825
27600,CPT,Decompression of lower leg,,,21 ,,RBRVS,5.64 ,4.54 ,4.54 ,,,,,1,0,1,1,1,1,20060825
27601,CPT,Decompression of lower leg,,,21 ,,RBRVS,5.63 ,4.86 ,4.86 ,,,,,1,0,1,1,1,1,20060825
27602,CPT,Decompression of lower leg,,,21 ,,RBRVS,7.34 ,5.14 ,5.14 ,,,,,1,0,1,1,1,1,20060825
27603,CPT,Drain lower leg lesion,,,21 ,,RBRVS,4.93 ,4.17 ,7.51 ,,,,,1,0,1,1,1,1,20060825
27604,CPT,Drain lower leg bursa,,,21 ,,RBRVS,4.46 ,3.97 ,6.10 ,,,,,1,0,1,1,1,1,20060825
27605,CPT,Incision of achilles tendon,,,21 ,,RBRVS,2.87 ,2.33 ,7.70 ,,,,,1,0,1,1,1,1,20060825
27606,CPT,Incision of achilles tendon,,,21 ,,RBRVS,4.13 ,3.37 ,3.37 ,,,,,1,0,1,1,1,1,20060825
27607,CPT,Treat lower leg bone lesion,,,21 ,,RBRVS,7.96 ,6.19 ,6.19 ,,,,,1,0,1,1,1,1,20060825
27610,CPT,Explore/treat ankle joint,,,21 ,,RBRVS,8.33 ,7.02 ,7.02 ,,,,,1,0,1,1,1,1,20060825
27612,CPT,Exploration of ankle joint,,,21 ,,RBRVS,7.32 ,6.11 ,6.11 ,,,,,1,0,1,1,1,1,20060825
27613,CPT,Biopsy lower leg soft tissue,,,21 ,,RBRVS,2.17 ,1.81 ,3.24 ,,,,,1,0,1,1,1,1,20060825
27614,CPT,Biopsy lower leg soft tissue,,,21 ,,RBRVS,5.65 ,4.45 ,7.15 ,,,,,1,0,1,1,1,1,20060825
27615,CPT,"Remove tumor, lower leg",,,21 ,,RBRVS,12.54 ,9.42 ,9.42 ,,,,,1,0,1,1,1,1,20060825
27618,CPT,Remove lower leg lesion,,,21 ,,RBRVS,5.08 ,4.00 ,6.03 ,,,,,1,0,1,1,1,1,20060825
27619,CPT,Remove lower leg lesion,,,21 ,,RBRVS,8.39 ,5.97 ,9.54 ,,,,,1,0,1,1,1,1,20060825
27620,CPT,Explore/treat ankle joint,,,21 ,,RBRVS,5.97 ,5.48 ,5.48 ,,,,,1,0,1,1,1,1,20060825
27625,CPT,Remove ankle joint lining,,,21 ,,RBRVS,8.29 ,6.48 ,6.48 ,,,,,1,0,1,1,1,1,20060825
27626,CPT,Remove ankle joint lining,,,21 ,,RBRVS,8.90 ,6.94 ,6.94 ,,,,,1,0,1,1,1,1,20060825
27630,CPT,Removal of tendon lesion,,,21 ,,RBRVS,4.79 ,4.39 ,7.58 ,,,,,1,0,1,1,1,1,20060825
27635,CPT,Remove lower leg bone lesion,,,21 ,,RBRVS,7.77 ,6.76 ,6.76 ,,,,,1,0,1,1,1,1,20060825
27637,CPT,Remove/graft leg bone lesion,,,21 ,,RBRVS,9.84 ,8.31 ,8.31 ,,,,,1,0,1,1,1,1,20060825
27638,CPT,Remove/graft leg bone lesion,,,21 ,,RBRVS,10.55 ,8.31 ,8.31 ,,,,,1,0,1,1,1,1,20060825
27640,CPT,Partial removal of tibia,,,21 ,,RBRVS,11.35 ,10.34 ,10.34 ,,,,,1,0,1,1,1,1,20060825
27641,CPT,Partial removal of fibula,,,21 ,,RBRVS,9.23 ,8.36 ,8.36 ,,,,,1,0,1,1,1,1,20060825
27645,CPT,Extensive lower leg surgery,,,21 ,,RBRVS,14.15 ,12.08 ,12.08 ,,,,,1,0,1,1,1,1,20060825
27646,CPT,Extensive lower leg surgery,,,21 ,,RBRVS,12.64 ,11.06 ,11.06 ,,,,,1,0,1,1,1,1,20060825
27647,CPT,Extensive ankle/heel surgery,,,21 ,,RBRVS,12.22 ,7.63 ,7.63 ,,,,,1,0,1,1,1,1,20060825
27648,CPT,Injection for ankle x-ray,,,21 ,,RBRVS,0.96 ,0.33 ,3.53 ,,,,,1,0,1,1,1,1,20060825
27650,CPT,Repair achilles tendon,,,21 ,,RBRVS,9.68 ,7.53 ,7.53 ,,,,,1,0,1,1,1,1,20060825
27652,CPT,Repair/graft achilles tendon,,,21 ,,RBRVS,10.31 ,8.05 ,8.05 ,,,,,1,0,1,1,1,1,20060825
27654,CPT,Repair of achilles tendon,,,21 ,,RBRVS,10.00 ,7.16 ,7.16 ,,,,,1,0,1,1,1,1,20060825
27656,CPT,Repair leg fascia defect,,,21 ,,RBRVS,4.56 ,3.78 ,8.55 ,,,,,1,0,1,1,1,1,20060825
27658,CPT,"Repair of leg tendon, each",,,21 ,,RBRVS,4.97 ,4.57 ,4.57 ,,,,,1,0,1,1,1,1,20060825
27659,CPT,"Repair of leg tendon, each",,,21 ,,RBRVS,6.80 ,5.66 ,5.66 ,,,,,1,0,1,1,1,1,20060825
27664,CPT,"Repair of leg tendon, each",,,21 ,,RBRVS,4.58 ,4.56 ,4.56 ,,,,,1,0,1,1,1,1,20060825
27665,CPT,"Repair of leg tendon, each",,,21 ,,RBRVS,5.39 ,4.98 ,4.98 ,,,,,1,0,1,1,1,1,20060825
27675,CPT,Repair lower leg tendons,,,21 ,,RBRVS,7.17 ,5.75 ,5.75 ,,,,,1,0,1,1,1,1,20060825
27676,CPT,Repair lower leg tendons,,,21 ,,RBRVS,8.41 ,6.77 ,6.77 ,,,,,1,0,1,1,1,1,20060825
27680,CPT,Release of lower leg tendon,,,21 ,,RBRVS,5.73 ,5.12 ,5.12 ,,,,,1,0,1,1,1,1,20060825
27681,CPT,Release of lower leg tendons,,,21 ,,RBRVS,6.81 ,5.93 ,5.93 ,,,,,1,0,1,1,1,1,20060825
27685,CPT,Revision of lower leg tendon,,,21 ,,RBRVS,6.49 ,5.48 ,7.31 ,,,,,1,0,1,1,1,1,20060825
27686,CPT,Revise lower leg tendons,,,21 ,,RBRVS,7.45 ,6.51 ,6.51 ,,,,,1,0,1,1,1,1,20060825
27687,CPT,Revision of calf tendon,,,21 ,,RBRVS,6.23 ,5.33 ,5.33 ,,,,,1,0,1,1,1,1,20060825
27690,CPT,Revise lower leg tendon,,,21 ,,RBRVS,8.70 ,6.37 ,6.37 ,,,,,1,0,1,1,1,1,20060825
27691,CPT,Revise lower leg tendon,,,21 ,,RBRVS,9.95 ,7.78 ,7.78 ,,,,,1,0,1,1,1,1,20060825
27692,CPT,Revise additional leg tendon,,,21 ,,RBRVS,1.87 ,0.93 ,0.93 ,,,,,1,0,1,1,1,1,20060825
27695,CPT,Repair of ankle ligament,,,21 ,,RBRVS,6.50 ,5.89 ,5.89 ,,,,,1,0,1,1,1,1,20060825
27696,CPT,Repair of ankle ligaments,,,21 ,,RBRVS,8.26 ,6.45 ,6.45 ,,,,,1,0,1,1,1,1,20060825
27698,CPT,Repair of ankle ligament,,,21 ,,RBRVS,9.35 ,6.96 ,6.96 ,,,,,1,0,1,1,1,1,20060825
27700,CPT,Revision of ankle joint,,,21 ,,RBRVS,9.28 ,5.70 ,5.70 ,,,,,1,0,1,1,1,1,20060825
27702,CPT,Reconstruct ankle joint,,,21 ,,RBRVS,13.65 ,10.49 ,10.49 ,,,,,1,0,1,1,1,1,20060825
27703,CPT,"Reconstruction, ankle joint",,,21 ,,RBRVS,15.85 ,11.26 ,11.26 ,,,,,1,0,1,1,1,1,20060825
27704,CPT,Removal of ankle implant,,,21 ,,RBRVS,7.61 ,5.61 ,5.61 ,,,,,1,0,1,1,1,1,20060825
27705,CPT,Incision of tibia,,,21 ,,RBRVS,10.36 ,8.19 ,8.19 ,,,,,1,0,1,1,1,1,20060825
27707,CPT,Incision of fibula,,,21 ,,RBRVS,4.36 ,4.95 ,4.95 ,,,,,1,0,1,1,1,1,20060825
27709,CPT,Incision of tibia & fibula,,,21 ,,RBRVS,9.94 ,8.15 ,8.15 ,,,,,1,0,1,1,1,1,20060825
27712,CPT,Realignment of lower leg,,,21 ,,RBRVS,14.23 ,10.77 ,10.77 ,,,,,1,0,1,1,1,1,20060825
27715,CPT,Revision of lower leg,,,21 ,,RBRVS,14.37 ,10.80 ,10.80 ,,,,,1,0,1,1,1,1,20060825
27720,CPT,Repair of tibia,,,21 ,,RBRVS,11.77 ,9.43 ,9.43 ,,,,,1,0,1,1,1,1,20060825
27722,CPT,Repair/graft of tibia,,,21 ,,RBRVS,11.80 ,9.16 ,9.16 ,,,,,1,0,1,1,1,1,20060825
27724,CPT,Repair/graft of tibia,,,21 ,,RBRVS,18.17 ,12.40 ,12.40 ,,,,,1,0,1,1,1,1,20060825
27725,CPT,Repair of lower leg,,,21 ,,RBRVS,15.57 ,11.94 ,11.94 ,,,,,1,0,1,1,1,1,20060825
27727,CPT,Repair of lower leg,,,21 ,,RBRVS,13.99 ,10.37 ,10.37 ,,,,,1,0,1,1,1,1,20060825
27730,CPT,Repair of tibia epiphysis,,,21 ,,RBRVS,7.40 ,6.44 ,6.44 ,,,,,1,0,1,1,1,1,20060825
27732,CPT,Repair of fibula epiphysis,,,21 ,,RBRVS,5.31 ,4.94 ,4.94 ,,,,,1,0,1,1,1,1,20060825
27734,CPT,Repair lower leg epiphyses,,,21 ,,RBRVS,8.47 ,6.30 ,6.30 ,,,,,1,0,1,1,1,1,20060825
27740,CPT,Repair of leg epiphyses,,,21 ,,RBRVS,9.29 ,8.01 ,8.01 ,,,,,1,0,1,1,1,1,20060825
27742,CPT,Repair of leg epiphyses,,,21 ,,RBRVS,10.28 ,5.58 ,5.58 ,,,,,1,0,1,1,1,1,20060825
27745,CPT,Reinforce tibia,,,21 ,,RBRVS,10.05 ,8.19 ,8.19 ,,,,,1,0,1,1,1,1,20060825
27750,CPT,Treatment of tibia fracture,,,21 ,,RBRVS,3.19 ,3.86 ,4.77 ,,,,,1,0,1,1,1,1,20060825
27752,CPT,Treatment of tibia fracture,,,21 ,,RBRVS,5.83 ,5.69 ,6.67 ,,,,,1,0,1,1,1,1,20060825
27756,CPT,Treatment of tibia fracture,,,21 ,,RBRVS,6.77 ,6.48 ,6.48 ,,,,,1,0,1,1,1,1,20060825
27758,CPT,Treatment of tibia fracture,,,21 ,,RBRVS,11.65 ,9.21 ,9.21 ,,,,,1,0,1,1,1,1,20060825
27759,CPT,Treatment of tibia fracture,,,21 ,,RBRVS,13.74 ,10.34 ,10.34 ,,,,,1,0,1,1,1,1,20060825
27760,CPT,Treatment of ankle fracture,,,21 ,,RBRVS,3.01 ,3.60 ,4.69 ,,,,,1,0,1,1,1,1,20060825
27762,CPT,Treatment of ankle fracture,,,21 ,,RBRVS,5.24 ,5.29 ,6.35 ,,,,,1,0,1,1,1,1,20060825
27766,CPT,Treatment of ankle fracture,,,21 ,,RBRVS,8.35 ,7.24 ,7.24 ,,,,,1,0,1,1,1,1,20060825
27780,CPT,Treatment of fibula fracture,,,21 ,,RBRVS,2.65 ,3.22 ,4.19 ,,,,,1,0,1,1,1,1,20060825
27781,CPT,Treatment of fibula fracture,,,21 ,,RBRVS,4.39 ,4.65 ,5.51 ,,,,,1,0,1,1,1,1,20060825
27784,CPT,Treatment of fibula fracture,,,21 ,,RBRVS,7.10 ,6.49 ,6.49 ,,,,,1,0,1,1,1,1,20060825
27786,CPT,Treatment of ankle fracture,,,21 ,,RBRVS,2.84 ,3.34 ,4.47 ,,,,,1,0,1,1,1,1,20060825
27788,CPT,Treatment of ankle fracture,,,21 ,,RBRVS,4.44 ,4.66 ,5.66 ,,,,,1,0,1,1,1,1,20060825
27792,CPT,Treatment of ankle fracture,,,21 ,,RBRVS,7.65 ,6.98 ,6.98 ,,,,,1,0,1,1,1,1,20060825
27808,CPT,Treatment of ankle fracture,,,21 ,,RBRVS,2.83 ,3.71 ,4.81 ,,,,,1,0,1,1,1,1,20060825
27810,CPT,Treatment of ankle fracture,,,21 ,,RBRVS,5.12 ,5.16 ,6.26 ,,,,,1,0,1,1,1,1,20060825
27814,CPT,Treatment of ankle fracture,,,21 ,,RBRVS,10.66 ,8.58 ,8.58 ,,,,,1,0,1,1,1,1,20060825
27816,CPT,Treatment of ankle fracture,,,21 ,,RBRVS,2.89 ,3.42 ,4.39 ,,,,,1,0,1,1,1,1,20060825
27818,CPT,Treatment of ankle fracture,,,21 ,,RBRVS,5.49 ,5.18 ,6.39 ,,,,,1,0,1,1,1,1,20060825
27822,CPT,Treatment of ankle fracture,,,21 ,,RBRVS,10.98 ,10.68 ,10.68 ,,,,,1,0,1,1,1,1,20060825
27823,CPT,Treatment of ankle fracture,,,21 ,,RBRVS,12.98 ,11.50 ,11.50 ,,,,,1,0,1,1,1,1,20060825
27824,CPT,Treat lower leg fracture,,,21 ,,RBRVS,2.89 ,3.57 ,4.07 ,,,,,1,0,1,1,1,1,20060825
27825,CPT,Treat lower leg fracture,,,21 ,,RBRVS,6.18 ,5.40 ,6.62 ,,,,,1,0,1,1,1,1,20060825
27826,CPT,Treat lower leg fracture,,,21 ,,RBRVS,8.53 ,8.85 ,8.85 ,,,,,1,0,1,1,1,1,20060825
27827,CPT,Treat lower leg fracture,,,21 ,,RBRVS,14.04 ,12.80 ,12.80 ,,,,,1,0,1,1,1,1,20060825
27828,CPT,Treat lower leg fracture,,,21 ,,RBRVS,16.21 ,13.97 ,13.97 ,,,,,1,0,1,1,1,1,20060825
27829,CPT,Treat lower leg joint,,,21 ,,RBRVS,5.48 ,6.80 ,6.80 ,,,,,1,0,1,1,1,1,20060825
27830,CPT,Treat lower leg dislocation,,,21 ,,RBRVS,3.78 ,3.86 ,4.40 ,,,,,1,0,1,1,1,1,20060825
27831,CPT,Treat lower leg dislocation,,,21 ,,RBRVS,4.55 ,4.47 ,4.47 ,,,,,1,0,1,1,1,1,20060825
27832,CPT,Treat lower leg dislocation,,,21 ,,RBRVS,6.48 ,6.19 ,6.19 ,,,,,1,0,1,1,1,1,20060825
27840,CPT,Treat ankle dislocation,,,21 ,,RBRVS,4.57 ,3.77 ,3.77 ,,,,,1,0,1,1,1,1,20060825
27842,CPT,Treat ankle dislocation,,,21 ,,RBRVS,6.20 ,5.13 ,5.13 ,,,,,1,0,1,1,1,1,20060825
27846,CPT,Treat ankle dislocation,,,21 ,,RBRVS,9.78 ,7.95 ,7.95 ,,,,,1,0,1,1,1,1,20060825
27848,CPT,Treat ankle dislocation,,,21 ,,RBRVS,11.18 ,9.74 ,9.74 ,,,,,1,0,1,1,1,1,20060825
27860,CPT,Fixation of ankle joint,,,21 ,,RBRVS,2.34 ,1.99 ,1.99 ,,,,,1,0,1,1,1,1,20060825
27870,CPT,"Fusion of ankle joint, open",,,21 ,,RBRVS,13.89 ,10.55 ,10.55 ,,,,,1,0,1,1,1,1,20060825
27871,CPT,Fusion of tibiofibular joint,,,21 ,,RBRVS,9.16 ,7.60 ,7.60 ,,,,,1,0,1,1,1,1,20060825
27880,CPT,Amputation of lower leg,,,21 ,,RBRVS,11.83 ,7.15 ,7.15 ,,,,,1,0,1,1,1,1,20060825
27881,CPT,Amputation of lower leg,,,21 ,,RBRVS,12.32 ,8.87 ,8.87 ,,,,,1,0,1,1,1,1,20060825
27882,CPT,Amputation of lower leg,,,21 ,,RBRVS,8.93 ,6.50 ,6.50 ,,,,,1,0,1,1,1,1,20060825
27884,CPT,Amputation follow-up surgery,,,21 ,,RBRVS,8.20 ,5.77 ,5.77 ,,,,,1,0,1,1,1,1,20060825
27886,CPT,Amputation follow-up surgery,,,21 ,,RBRVS,9.31 ,6.53 ,6.53 ,,,,,1,0,1,1,1,1,20060825
27888,CPT,Amputation of foot at ankle,,,21 ,,RBRVS,9.66 ,7.52 ,7.52 ,,,,,1,0,1,1,1,1,20060825
27889,CPT,Amputation of foot at ankle,,,21 ,,RBRVS,9.97 ,6.49 ,6.49 ,,,,,1,0,1,1,1,1,20060825
27892,CPT,Decompression of leg,,,21 ,,RBRVS,7.38 ,5.61 ,5.61 ,,,,,1,0,1,1,1,1,20060825
27893,CPT,Decompression of leg,,,21 ,,RBRVS,7.34 ,5.48 ,5.48 ,,,,,1,0,1,1,1,1,20060825
27894,CPT,Decompression of leg,,,21 ,,RBRVS,10.47 ,7.79 ,7.79 ,,,,,1,0,1,1,1,1,20060825
27899,CPT,Leg/ankle surgery procedure,,,21 ,,TotalUnits,,,,11.65 ,,,,1,0,1,1,1,1,20060825
28001,CPT,Drainage of bursa of foot,,,21 ,,RBRVS,2.73 ,1.96 ,2.99 ,,,,,1,0,1,1,1,1,20060825
28002,CPT,Treatment of foot infection,,,21 ,,RBRVS,4.61 ,3.78 ,5.00 ,,,,,1,0,1,1,1,1,20060825
28003,CPT,Treatment of foot infection,,,21 ,,RBRVS,8.40 ,5.24 ,6.25 ,,,,,1,0,1,1,1,1,20060825
28005,CPT,Treat foot bone lesion,,,21 ,,RBRVS,8.67 ,6.06 ,6.06 ,,,,,1,0,1,1,1,1,20060825
28008,CPT,Incision of foot fascia,,,21 ,,RBRVS,4.44 ,3.21 ,4.56 ,,,,,1,0,1,1,1,1,20060825
28010,CPT,Incision of toe tendon,,,21 ,,RBRVS,2.84 ,2.38 ,2.38 ,,,,,1,0,1,1,1,1,20060825
28011,CPT,Incision of toe tendons,,,21 ,,RBRVS,4.13 ,3.31 ,3.31 ,,,,,1,0,1,1,1,1,20060825
28020,CPT,Exploration of foot joint,,,21 ,,RBRVS,5.00 ,4.14 ,6.03 ,,,,,1,0,1,1,1,1,20060825
28022,CPT,Exploration of foot joint,,,21 ,,RBRVS,4.66 ,3.86 ,5.21 ,,,,,1,0,1,1,1,1,20060825
28024,CPT,Exploration of toe joint,,,21 ,,RBRVS,4.37 ,3.93 ,5.23 ,,,,,1,0,1,1,1,1,20060825
28030,CPT,Removal of foot nerve,,,21 ,,RBRVS,6.14 ,3.66 ,3.66 ,,,,,1,0,1,1,1,1,20060825
28035,CPT,Decompression of tibia nerve,,,21 ,,RBRVS,5.08 ,4.10 ,5.87 ,,,,,1,0,1,1,1,1,20060825
28043,CPT,Excision of foot lesion,,,21 ,,RBRVS,3.53 ,3.18 ,3.82 ,,,,,1,0,1,1,1,1,20060825
28045,CPT,Excision of foot lesion,,,21 ,,RBRVS,4.71 ,3.61 ,5.39 ,,,,,1,0,1,1,1,1,20060825
28046,CPT,"Resection of tumor, foot",,,21 ,,RBRVS,10.16 ,6.49 ,8.79 ,,,,,1,0,1,1,1,1,20060825
28050,CPT,Biopsy of foot joint lining,,,21 ,,RBRVS,4.24 ,3.60 ,4.90 ,,,,,1,0,1,1,1,1,20060825
28052,CPT,Biopsy of foot joint lining,,,21 ,,RBRVS,3.93 ,3.44 ,4.92 ,,,,,1,0,1,1,1,1,20060825
28054,CPT,Biopsy of toe joint lining,,,21 ,,RBRVS,3.44 ,3.24 ,4.73 ,,,,,1,0,1,1,1,1,20060825
28060,CPT,"Partial removal, foot fascia",,,21 ,,RBRVS,5.22 ,3.88 ,5.49 ,,,,,1,0,1,1,1,1,20060825
28062,CPT,Removal of foot fascia,,,21 ,,RBRVS,6.51 ,4.02 ,6.53 ,,,,,1,0,1,1,1,1,20060825
28070,CPT,Removal of foot joint lining,,,21 ,,RBRVS,5.09 ,3.82 ,5.23 ,,,,,1,0,1,1,1,1,20060825
28072,CPT,Removal of foot joint lining,,,21 ,,RBRVS,4.57 ,4.31 ,5.54 ,,,,,1,0,1,1,1,1,20060825
28080,CPT,Removal of foot lesion,,,21 ,,RBRVS,3.57 ,3.69 ,5.12 ,,,,,1,0,1,1,1,1,20060825
28086,CPT,Excise foot tendon sheath,,,21 ,,RBRVS,4.77 ,4.69 ,8.00 ,,,,,1,0,1,1,1,1,20060825
28088,CPT,Excise foot tendon sheath,,,21 ,,RBRVS,3.85 ,3.90 ,5.77 ,,,,,1,0,1,1,1,1,20060825
28090,CPT,Removal of foot lesion,,,21 ,,RBRVS,4.40 ,3.46 ,5.15 ,,,,,1,0,1,1,1,1,20060825
28092,CPT,Removal of toe lesions,,,21 ,,RBRVS,3.63 ,3.53 ,5.23 ,,,,,1,0,1,1,1,1,20060825
28100,CPT,Removal of ankle/heel lesion,,,21 ,,RBRVS,5.65 ,4.70 ,7.98 ,,,,,1,0,1,1,1,1,20060825
28102,CPT,Remove/graft foot lesion,,,21 ,,RBRVS,7.72 ,5.96 ,5.96 ,,,,,1,0,1,1,1,1,20060825
28103,CPT,Remove/graft foot lesion,,,21 ,,RBRVS,6.49 ,4.62 ,4.62 ,,,,,1,0,1,1,1,1,20060825
28104,CPT,Removal of foot lesion,,,21 ,,RBRVS,5.11 ,3.93 ,5.50 ,,,,,1,0,1,1,1,1,20060825
28106,CPT,Remove/graft foot lesion,,,21 ,,RBRVS,7.15 ,4.44 ,4.44 ,,,,,1,0,1,1,1,1,20060825
28107,CPT,Remove/graft foot lesion,,,21 ,,RBRVS,5.55 ,4.21 ,6.54 ,,,,,1,0,1,1,1,1,20060825
28108,CPT,Removal of toe lesions,,,21 ,,RBRVS,4.15 ,3.26 ,4.60 ,,,,,1,0,1,1,1,1,20060825
28110,CPT,Part removal of metatarsal,,,21 ,,RBRVS,4.07 ,3.23 ,5.23 ,,,,,1,0,1,1,1,1,20060825
28111,CPT,Part removal of metatarsal,,,21 ,,RBRVS,5.00 ,3.66 ,6.29 ,,,,,1,0,1,1,1,1,20060825
28112,CPT,Part removal of metatarsal,,,21 ,,RBRVS,4.48 ,3.58 ,5.82 ,,,,,1,0,1,1,1,1,20060825
28113,CPT,Part removal of metatarsal,,,21 ,,RBRVS,4.78 ,4.32 ,6.07 ,,,,,1,0,1,1,1,1,20060825
28114,CPT,Removal of metatarsal heads,,,21 ,,RBRVS,9.78 ,8.39 ,11.65 ,,,,,1,0,1,1,1,1,20060825
28116,CPT,Revision of foot,,,21 ,,RBRVS,7.74 ,5.18 ,6.81 ,,,,,1,0,1,1,1,1,20060825
28118,CPT,Removal of heel bone,,,21 ,,RBRVS,5.95 ,4.35 ,6.26 ,,,,,1,0,1,1,1,1,20060825
28119,CPT,Removal of heel spur,,,21 ,,RBRVS,5.38 ,3.73 ,5.44 ,,,,,1,0,1,1,1,1,20060825
28120,CPT,Part removal of ankle/heel,,,21 ,,RBRVS,5.39 ,4.42 ,7.30 ,,,,,1,0,1,1,1,1,20060825
28122,CPT,Partial removal of foot bone,,,21 ,,RBRVS,7.28 ,5.28 ,6.85 ,,,,,1,0,1,1,1,1,20060825
28124,CPT,Partial removal of toe,,,21 ,,RBRVS,4.80 ,3.66 ,5.00 ,,,,,1,0,1,1,1,1,20060825
28126,CPT,Partial removal of toe,,,21 ,,RBRVS,3.51 ,3.00 ,4.22 ,,,,,1,0,1,1,1,1,20060825
28130,CPT,Removal of ankle bone,,,21 ,,RBRVS,8.10 ,6.73 ,6.73 ,,,,,1,0,1,1,1,1,20060825
28140,CPT,Removal of metatarsal,,,21 ,,RBRVS,6.90 ,4.77 ,7.24 ,,,,,1,0,1,1,1,1,20060825
28150,CPT,Removal of toe,,,21 ,,RBRVS,4.08 ,3.29 ,4.84 ,,,,,1,0,1,1,1,1,20060825
28153,CPT,Partial removal of toe,,,21 ,,RBRVS,3.65 ,2.69 ,4.32 ,,,,,1,0,1,1,1,1,20060825
28160,CPT,Partial removal of toe,,,21 ,,RBRVS,3.73 ,3.34 ,4.57 ,,,,,1,0,1,1,1,1,20060825
28171,CPT,Extensive foot surgery,,,21 ,,RBRVS,9.59 ,5.44 ,5.44 ,,,,,1,0,1,1,1,1,20060825
28173,CPT,Extensive foot surgery,,,21 ,,RBRVS,8.79 ,5.21 ,7.61 ,,,,,1,0,1,1,1,1,20060825
28175,CPT,Extensive foot surgery,,,21 ,,RBRVS,6.04 ,3.71 ,5.72 ,,,,,1,0,1,1,1,1,20060825
28190,CPT,Removal of foot foreign body,,,21 ,,RBRVS,1.96 ,1.48 ,3.40 ,,,,,1,0,1,1,1,1,20060825
28192,CPT,Removal of foot foreign body,,,21 ,,RBRVS,4.63 ,3.65 ,5.49 ,,,,,1,0,1,1,1,1,20060825
28193,CPT,Removal of foot foreign body,,,21 ,,RBRVS,5.72 ,3.93 ,5.62 ,,,,,1,0,1,1,1,1,20060825
28200,CPT,Repair of foot tendon,,,21 ,,RBRVS,4.59 ,3.56 ,5.10 ,,,,,1,0,1,1,1,1,20060825
28202,CPT,Repair/graft of foot tendon,,,21 ,,RBRVS,6.83 ,4.50 ,7.23 ,,,,,1,0,1,1,1,1,20060825
28208,CPT,Repair of foot tendon,,,21 ,,RBRVS,4.36 ,3.31 ,4.82 ,,,,,1,0,1,1,1,1,20060825
