"Version 2.8, Mid Year Update - Professional Services and Supplies Charge Table, Including Ambulance",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Item Code,Code Type,Description,Modifier,"Technical, Professional Indicator",Service Category Code,Primary/Bundled Indicator,Charge Type Indicator,Work Expense Units,Provider-Based Practice Expense Units,Non-Provider-Based Practice Expense Units,Total Expense Units, Anesthesia Base Units,Unit Charge,Base Charge,Unit Type,Facility Indicator,Outpatient Indicator,Inpatient Indicator,Skilled Nursing Facility Carveout,Freestanding Carve-out,Start Date
40840,CPT,Reconstruction of mouth,,,21 ,,RBRVS,8.72 ,6.99 ,9.81 ,,,,,1,0,1,1,1,1,20061001
40842,CPT,Reconstruction of mouth,,,21 ,,RBRVS,8.72 ,6.80 ,10.09 ,,,,,1,0,1,1,1,1,20061001
40843,CPT,Reconstruction of mouth,,,21 ,,RBRVS,12.08 ,7.83 ,11.98 ,,,,,1,0,1,1,1,1,20061001
40844,CPT,Reconstruction of mouth,,,21 ,,RBRVS,15.99 ,11.59 ,15.81 ,,,,,1,0,1,1,1,1,20061001
40845,CPT,Reconstruction of mouth,,,21 ,,RBRVS,18.55 ,13.25 ,17.11 ,,,,,1,0,1,1,1,1,20061001
40899,CPT,Mouth surgery procedure,,,21 ,,TotalUnits,,,,5.25 ,,,,1,0,1,1,1,1,20061001
41000,CPT,Drainage of mouth lesion,,,21 ,,RBRVS,1.30 ,1.41 ,2.32 ,,,,,1,0,1,1,1,1,20061001
41005,CPT,Drainage of mouth lesion,,,21 ,,RBRVS,1.26 ,1.72 ,3.34 ,,,,,1,0,1,1,1,1,20061001
41006,CPT,Drainage of mouth lesion,,,21 ,,RBRVS,3.24 ,3.18 ,4.80 ,,,,,1,0,1,1,1,1,20061001
41007,CPT,Drainage of mouth lesion,,,21 ,,RBRVS,3.10 ,3.03 ,5.15 ,,,,,1,0,1,1,1,1,20061001
41008,CPT,Drainage of mouth lesion,,,21 ,,RBRVS,3.36 ,3.21 ,4.69 ,,,,,1,0,1,1,1,1,20061001
41009,CPT,Drainage of mouth lesion,,,21 ,,RBRVS,3.58 ,3.58 ,4.98 ,,,,,1,0,1,1,1,1,20061001
41010,CPT,Incision of tongue fold,,,21 ,,RBRVS,1.06 ,1.60 ,3.43 ,,,,,1,0,1,1,1,1,20061001
41015,CPT,Drainage of mouth lesion,,,21 ,,RBRVS,3.95 ,4.15 ,5.42 ,,,,,1,0,1,1,1,1,20061001
41016,CPT,Drainage of mouth lesion,,,21 ,,RBRVS,4.06 ,4.23 ,5.63 ,,,,,1,0,1,1,1,1,20061001
41017,CPT,Drainage of mouth lesion,,,21 ,,RBRVS,4.06 ,4.31 ,5.65 ,,,,,1,0,1,1,1,1,20061001
41018,CPT,Drainage of mouth lesion,,,21 ,,RBRVS,5.09 ,4.58 ,6.15 ,,,,,1,0,1,1,1,1,20061001
41100,CPT,Biopsy of tongue,,,21 ,,RBRVS,1.63 ,1.42 ,2.43 ,,,,,1,0,1,1,1,1,20061001
41105,CPT,Biopsy of tongue,,,21 ,,RBRVS,1.42 ,1.32 ,2.31 ,,,,,1,0,1,1,1,1,20061001
41108,CPT,Biopsy of floor of mouth,,,21 ,,RBRVS,1.05 ,1.13 ,2.08 ,,,,,1,0,1,1,1,1,20061001
41110,CPT,Excision of tongue lesion,,,21 ,,RBRVS,1.51 ,1.64 ,2.99 ,,,,,1,0,1,1,1,1,20061001
41112,CPT,Excision of tongue lesion,,,21 ,,RBRVS,2.73 ,3.23 ,4.48 ,,,,,1,0,1,1,1,1,20061001
41113,CPT,Excision of tongue lesion,,,21 ,,RBRVS,3.19 ,3.48 ,4.75 ,,,,,1,0,1,1,1,1,20061001
41114,CPT,Excision of tongue lesion,,,21 ,,RBRVS,8.46 ,7.21 ,7.21 ,,,,,1,0,1,1,1,1,20061001
41115,CPT,Excision of tongue fold,,,21 ,,RBRVS,1.74 ,1.86 ,3.30 ,,,,,1,0,1,1,1,1,20061001
41116,CPT,Excision of mouth lesion,,,21 ,,RBRVS,2.44 ,2.81 ,4.36 ,,,,,1,0,1,1,1,1,20061001
41120,CPT,Partial removal of tongue,,,21 ,,RBRVS,9.76 ,15.35 ,15.35 ,,,,,1,0,1,1,1,1,20061001
41130,CPT,Partial removal of tongue,,,21 ,,RBRVS,11.13 ,16.24 ,16.24 ,,,,,1,0,1,1,1,1,20061001
41135,CPT,Tongue and neck surgery,,,21 ,,RBRVS,23.06 ,23.29 ,23.29 ,,,,,1,0,1,1,1,1,20061001
41140,CPT,Removal of tongue,,,21 ,,RBRVS,25.46 ,26.75 ,26.75 ,,,,,1,0,1,1,1,1,20061001
41145,CPT,"Tongue removal, neck surgery",,,21 ,,RBRVS,30.01 ,30.63 ,30.63 ,,,,,1,0,1,1,1,1,20061001
41150,CPT,"Tongue, mouth, jaw surgery",,,21 ,,RBRVS,23.01 ,24.78 ,24.78 ,,,,,1,0,1,1,1,1,20061001
41153,CPT,"Tongue, mouth, neck surgery",,,21 ,,RBRVS,23.73 ,25.09 ,25.09 ,,,,,1,0,1,1,1,1,20061001
41155,CPT,"Tongue, jaw, & neck surgery",,,21 ,,RBRVS,27.68 ,26.88 ,26.88 ,,,,,1,0,1,1,1,1,20061001
41250,CPT,Repair tongue laceration,,,21 ,,RBRVS,1.91 ,1.18 ,2.75 ,,,,,1,0,1,1,1,1,20061001
41251,CPT,Repair tongue laceration,,,21 ,,RBRVS,2.27 ,1.55 ,3.28 ,,,,,1,0,1,1,1,1,20061001
41252,CPT,Repair tongue laceration,,,21 ,,RBRVS,2.97 ,2.26 ,3.90 ,,,,,1,0,1,1,1,1,20061001
41500,CPT,Fixation of tongue,,,21 ,,RBRVS,3.70 ,7.47 ,7.47 ,,,,,1,0,1,1,1,1,20061001
41510,CPT,Tongue to lip surgery,,,21 ,,RBRVS,3.41 ,7.95 ,7.95 ,,,,,1,0,1,1,1,1,20061001
41520,CPT,"Reconstruction, tongue fold",,,21 ,,RBRVS,2.73 ,3.63 ,4.63 ,,,,,1,0,1,1,1,1,20061001
41599,CPT,Tongue and mouth surgery,,,21 ,,TotalUnits,,,,4.52 ,,,,1,0,1,1,1,1,20061001
41800,CPT,Drainage of gum lesion,,,21 ,,RBRVS,1.17 ,1.28 ,2.60 ,,,,,1,0,1,1,1,1,20061001
41805,CPT,"Removal foreign body, gum",,,21 ,,RBRVS,1.24 ,2.22 ,2.68 ,,,,,1,0,1,1,1,1,20061001
41806,CPT,"Removal foreign body,jawbone",,,21 ,,RBRVS,2.69 ,3.04 ,3.59 ,,,,,1,0,1,1,1,1,20061001
41820,CPT,"Excision, gum, each quadrant",,,21 ,,TotalUnits,,,,4.89 ,,,,1,0,1,1,1,1,20061001
41821,CPT,Excision of gum flap,,,21 ,,TotalUnits,,,,1.10 ,,,,1,0,1,1,1,1,20061001
41822,CPT,Excision of gum lesion,,,21 ,,RBRVS,2.31 ,1.88 ,3.90 ,,,,,1,0,1,1,1,1,20061001
41823,CPT,Excision of gum lesion,,,21 ,,RBRVS,3.30 ,4.02 ,5.58 ,,,,,1,0,1,1,1,1,20061001
41825,CPT,Excision of gum lesion,,,21 ,,RBRVS,1.31 ,2.25 ,3.07 ,,,,,1,0,1,1,1,1,20061001
41826,CPT,Excision of gum lesion,,,21 ,,RBRVS,2.31 ,2.11 ,2.44 ,,,,,1,0,1,1,1,1,20061001
41827,CPT,Excision of gum lesion,,,21 ,,RBRVS,3.41 ,3.67 ,5.53 ,,,,,1,0,1,1,1,1,20061001
41828,CPT,Excision of gum lesion,,,21 ,,RBRVS,3.09 ,2.97 ,3.81 ,,,,,1,0,1,1,1,1,20061001
41830,CPT,Removal of gum tissue,,,21 ,,RBRVS,3.34 ,3.63 ,4.97 ,,,,,1,0,1,1,1,1,20061001
41850,CPT,Treatment of gum lesion,,,21 ,,TotalUnits,,,,2.45 ,,,,1,0,1,1,1,1,20061001
41870,CPT,Gum graft,,,21 ,,TotalUnits,,,,6.12 ,,,,1,0,1,1,1,1,20061001
41872,CPT,Repair gum,,,21 ,,RBRVS,2.59 ,3.47 ,5.03 ,,,,,1,0,1,1,1,1,20061001
41874,CPT,Repair tooth socket,,,21 ,,RBRVS,3.09 ,3.18 ,4.85 ,,,,,1,0,1,1,1,1,20061001
41899,CPT,Dental surgery procedure,,,21 ,,TotalUnits,,,,5.92 ,,,,1,0,1,1,1,1,20061001
42000,CPT,Drainage mouth roof lesion,,,21 ,,RBRVS,1.23 ,1.25 ,2.57 ,,,,,1,0,1,1,1,1,20061001
42100,CPT,Biopsy roof of mouth,,,21 ,,RBRVS,1.31 ,1.36 ,2.09 ,,,,,1,0,1,1,1,1,20061001
42104,CPT,"Excision lesion, mouth roof",,,21 ,,RBRVS,1.64 ,1.55 ,2.55 ,,,,,1,0,1,1,1,1,20061001
42106,CPT,"Excision lesion, mouth roof",,,21 ,,RBRVS,2.10 ,2.45 ,3.23 ,,,,,1,0,1,1,1,1,20061001
42107,CPT,"Excision lesion, mouth roof",,,21 ,,RBRVS,4.43 ,3.96 ,5.73 ,,,,,1,0,1,1,1,1,20061001
42120,CPT,Remove palate/lesion,,,21 ,,RBRVS,6.16 ,11.80 ,11.80 ,,,,,1,0,1,1,1,1,20061001
42140,CPT,Excision of uvula,,,21 ,,RBRVS,1.62 ,2.10 ,3.73 ,,,,,1,0,1,1,1,1,20061001
42145,CPT,"Repair palate, pharynx/uvula",,,21 ,,RBRVS,8.04 ,7.51 ,7.51 ,,,,,1,0,1,1,1,1,20061001
42160,CPT,Treatment mouth roof lesion,,,21 ,,RBRVS,1.80 ,2.30 ,4.26 ,,,,,1,0,1,1,1,1,20061001
42180,CPT,Repair palate,,,21 ,,RBRVS,2.50 ,2.11 ,3.08 ,,,,,1,0,1,1,1,1,20061001
42182,CPT,Repair palate,,,21 ,,RBRVS,3.82 ,3.04 ,3.88 ,,,,,1,0,1,1,1,1,20061001
42200,CPT,Reconstruct cleft palate,,,21 ,,RBRVS,11.98 ,10.24 ,10.24 ,,,,,1,0,1,1,1,1,20061001
42205,CPT,Reconstruct cleft palate,,,21 ,,RBRVS,13.27 ,10.10 ,10.10 ,,,,,1,0,1,1,1,1,20061001
42210,CPT,Reconstruct cleft palate,,,21 ,,RBRVS,14.48 ,11.49 ,11.49 ,,,,,1,0,1,1,1,1,20061001
42215,CPT,Reconstruct cleft palate,,,21 ,,RBRVS,8.81 ,9.10 ,9.10 ,,,,,1,0,1,1,1,1,20061001
42220,CPT,Reconstruct cleft palate,,,21 ,,RBRVS,7.01 ,6.80 ,6.80 ,,,,,1,0,1,1,1,1,20061001
42225,CPT,Reconstruct cleft palate,,,21 ,,RBRVS,9.53 ,17.11 ,17.11 ,,,,,1,0,1,1,1,1,20061001
42226,CPT,Lengthening of palate,,,21 ,,RBRVS,9.99 ,14.74 ,14.74 ,,,,,1,0,1,1,1,1,20061001
42227,CPT,Lengthening of palate,,,21 ,,RBRVS,9.51 ,15.59 ,15.59 ,,,,,1,0,1,1,1,1,20061001
42235,CPT,Repair palate,,,21 ,,RBRVS,7.86 ,11.89 ,11.89 ,,,,,1,0,1,1,1,1,20061001
42260,CPT,Repair nose to lip fistula,,,21 ,,RBRVS,9.79 ,7.08 ,10.22 ,,,,,1,0,1,1,1,1,20061001
42280,CPT,"Preparation, palate mold",,,21 ,,RBRVS,1.54 ,1.14 ,1.97 ,,,,,1,0,1,1,1,1,20061001
42281,CPT,"Insertion, palate prosthesis",,,21 ,,RBRVS,1.93 ,1.88 ,2.64 ,,,,,1,0,1,1,1,1,20061001
42299,CPT,Palate/uvula surgery,,,21 ,,TotalUnits,,,,14.65 ,,,,1,0,1,1,1,1,20061001
42300,CPT,Drainage of salivary gland,,,21 ,,RBRVS,1.93 ,1.82 ,2.83 ,,,,,1,0,1,1,1,1,20061001
42305,CPT,Drainage of salivary gland,,,21 ,,RBRVS,6.06 ,4.73 ,4.73 ,,,,,1,0,1,1,1,1,20061001
42310,CPT,Drainage of salivary gland,,,21 ,,RBRVS,1.56 ,1.54 ,2.27 ,,,,,1,0,1,1,1,1,20061001
42320,CPT,Drainage of salivary gland,,,21 ,,RBRVS,2.35 ,2.10 ,3.28 ,,,,,1,0,1,1,1,1,20061001
42330,CPT,Removal of salivary stone,,,21 ,,RBRVS,2.21 ,1.85 ,3.15 ,,,,,1,0,1,1,1,1,20061001
42335,CPT,Removal of salivary stone,,,21 ,,RBRVS,3.31 ,3.15 ,4.91 ,,,,,1,0,1,1,1,1,20061001
42340,CPT,Removal of salivary stone,,,21 ,,RBRVS,4.59 ,3.94 ,6.06 ,,,,,1,0,1,1,1,1,20061001
42400,CPT,Biopsy of salivary gland,,,21 ,,RBRVS,0.78 ,0.72 ,1.65 ,,,,,1,0,1,1,1,1,20061001
42405,CPT,Biopsy of salivary gland,,,21 ,,RBRVS,3.29 ,2.46 ,4.01 ,,,,,1,0,1,1,1,1,20061001
42408,CPT,Excision of salivary cyst,,,21 ,,RBRVS,4.53 ,3.62 ,5.93 ,,,,,1,0,1,1,1,1,20061001
42409,CPT,Drainage of salivary cyst,,,21 ,,RBRVS,2.81 ,2.77 ,4.53 ,,,,,1,0,1,1,1,1,20061001
42410,CPT,Excise parotid gland/lesion,,,21 ,,RBRVS,9.33 ,6.24 ,6.24 ,,,,,1,0,1,1,1,1,20061001
42415,CPT,Excise parotid gland/lesion,,,21 ,,RBRVS,16.86 ,10.89 ,10.89 ,,,,,1,0,1,1,1,1,20061001
42420,CPT,Excise parotid gland/lesion,,,21 ,,RBRVS,19.56 ,12.41 ,12.41 ,,,,,1,0,1,1,1,1,20061001
42425,CPT,Excise parotid gland/lesion,,,21 ,,RBRVS,13.00 ,8.63 ,8.63 ,,,,,1,0,1,1,1,1,20061001
42426,CPT,Excise parotid gland/lesion,,,21 ,,RBRVS,21.23 ,13.05 ,13.05 ,,,,,1,0,1,1,1,1,20061001
42440,CPT,Excise submaxillary gland,,,21 ,,RBRVS,6.96 ,4.80 ,4.80 ,,,,,1,0,1,1,1,1,20061001
42450,CPT,Excise sublingual gland,,,21 ,,RBRVS,4.61 ,4.26 ,5.92 ,,,,,1,0,1,1,1,1,20061001
42500,CPT,Repair salivary duct,,,21 ,,RBRVS,4.29 ,4.19 ,5.70 ,,,,,1,0,1,1,1,1,20061001
42505,CPT,Repair salivary duct,,,21 ,,RBRVS,6.17 ,5.38 ,7.14 ,,,,,1,0,1,1,1,1,20061001
42507,CPT,Parotid duct diversion,,,21 ,,RBRVS,6.10 ,6.55 ,6.55 ,,,,,1,0,1,1,1,1,20061001
42508,CPT,Parotid duct diversion,,,21 ,,RBRVS,9.09 ,8.36 ,8.36 ,,,,,1,0,1,1,1,1,20061001
42509,CPT,Parotid duct diversion,,,21 ,,RBRVS,11.52 ,10.22 ,10.22 ,,,,,1,0,1,1,1,1,20061001
42510,CPT,Parotid duct diversion,,,21 ,,RBRVS,8.14 ,7.81 ,7.81 ,,,,,1,0,1,1,1,1,20061001
42550,CPT,Injection for salivary x-ray,,,21 ,,RBRVS,1.25 ,0.41 ,3.22 ,,,,,1,0,1,1,1,1,20061001
42600,CPT,Closure of salivary fistula,,,21 ,,RBRVS,4.81 ,4.13 ,6.60 ,,,,,1,0,1,1,1,1,20061001
42650,CPT,Dilation of salivary duct,,,21 ,,RBRVS,0.77 ,0.71 ,1.10 ,,,,,1,0,1,1,1,1,20061001
42660,CPT,Dilation of salivary duct,,,21 ,,RBRVS,1.13 ,0.85 ,1.35 ,,,,,1,0,1,1,1,1,20061001
42665,CPT,Ligation of salivary duct,,,21 ,,RBRVS,2.53 ,2.60 ,4.18 ,,,,,1,0,1,1,1,1,20061001
42699,CPT,Salivary surgery procedure,,,21 ,,TotalUnits,,,,12.02 ,,,,1,0,1,1,1,1,20061001
42700,CPT,Drainage of tonsil abscess,,,21 ,,RBRVS,1.62 ,1.70 ,2.66 ,,,,,1,0,1,1,1,1,20061001
42720,CPT,Drainage of throat abscess,,,21 ,,RBRVS,5.41 ,3.80 ,4.84 ,,,,,1,0,1,1,1,1,20061001
42725,CPT,Drainage of throat abscess,,,21 ,,RBRVS,10.70 ,8.24 ,8.24 ,,,,,1,0,1,1,1,1,20061001
42800,CPT,Biopsy of throat,,,21 ,,RBRVS,1.39 ,1.40 ,2.19 ,,,,,1,0,1,1,1,1,20061001
42802,CPT,Biopsy of throat,,,21 ,,RBRVS,1.54 ,2.07 ,4.77 ,,,,,1,0,1,1,1,1,20061001
42804,CPT,Biopsy of upper nose/throat,,,21 ,,RBRVS,1.24 ,1.74 ,3.75 ,,,,,1,0,1,1,1,1,20061001
42806,CPT,Biopsy of upper nose/throat,,,21 ,,RBRVS,1.58 ,1.94 ,4.08 ,,,,,1,0,1,1,1,1,20061001
42808,CPT,Excise pharynx lesion,,,21 ,,RBRVS,2.30 ,1.94 ,3.10 ,,,,,1,0,1,1,1,1,20061001
42809,CPT,Remove pharynx foreign body,,,21 ,,RBRVS,1.81 ,1.33 ,2.34 ,,,,,1,0,1,1,1,1,20061001
42810,CPT,Excision of neck cyst,,,21 ,,RBRVS,3.25 ,3.55 ,5.73 ,,,,,1,0,1,1,1,1,20061001
42815,CPT,Excision of neck cyst,,,21 ,,RBRVS,7.06 ,6.43 ,6.43 ,,,,,1,0,1,1,1,1,20061001
42820,CPT,Remove tonsils and adenoids,,,21 ,,RBRVS,3.90 ,3.30 ,3.30 ,,,,,1,0,1,1,1,1,20061001
42821,CPT,Remove tonsils and adenoids,,,21 ,,RBRVS,4.28 ,3.51 ,3.51 ,,,,,1,0,1,1,1,1,20061001
42825,CPT,Removal of tonsils,,,21 ,,RBRVS,3.41 ,3.18 ,3.18 ,,,,,1,0,1,1,1,1,20061001
42826,CPT,Removal of tonsils,,,21 ,,RBRVS,3.37 ,3.04 ,3.04 ,,,,,1,0,1,1,1,1,20061001
42830,CPT,Removal of adenoids,,,21 ,,RBRVS,2.57 ,2.57 ,2.57 ,,,,,1,0,1,1,1,1,20061001
42831,CPT,Removal of adenoids,,,21 ,,RBRVS,2.71 ,2.85 ,2.85 ,,,,,1,0,1,1,1,1,20061001
42835,CPT,Removal of adenoids,,,21 ,,RBRVS,2.30 ,2.47 ,2.47 ,,,,,1,0,1,1,1,1,20061001
42836,CPT,Removal of adenoids,,,21 ,,RBRVS,3.18 ,2.97 ,2.97 ,,,,,1,0,1,1,1,1,20061001
42842,CPT,Extensive surgery of throat,,,21 ,,RBRVS,8.75 ,11.02 ,11.02 ,,,,,1,0,1,1,1,1,20061001
42844,CPT,Extensive surgery of throat,,,21 ,,RBRVS,14.29 ,16.28 ,16.28 ,,,,,1,0,1,1,1,1,20061001
42845,CPT,Extensive surgery of throat,,,21 ,,RBRVS,24.25 ,23.25 ,23.25 ,,,,,1,0,1,1,1,1,20061001
42860,CPT,Excision of tonsil tags,,,21 ,,RBRVS,2.22 ,2.41 ,2.41 ,,,,,1,0,1,1,1,1,20061001
42870,CPT,Excision of lingual tonsil,,,21 ,,RBRVS,5.39 ,8.59 ,8.59 ,,,,,1,0,1,1,1,1,20061001
42890,CPT,Partial removal of pharynx,,,21 ,,RBRVS,12.92 ,14.19 ,14.19 ,,,,,1,0,1,1,1,1,20061001
42892,CPT,Revision of pharyngeal walls,,,21 ,,RBRVS,15.81 ,17.22 ,17.22 ,,,,,1,0,1,1,1,1,20061001
42894,CPT,Revision of pharyngeal walls,,,21 ,,RBRVS,22.85 ,22.08 ,22.08 ,,,,,1,0,1,1,1,1,20061001
42900,CPT,Repair throat wound,,,21 ,,RBRVS,5.24 ,3.67 ,3.67 ,,,,,1,0,1,1,1,1,20061001
42950,CPT,Reconstruction of throat,,,21 ,,RBRVS,8.09 ,11.90 ,11.90 ,,,,,1,0,1,1,1,1,20061001
42953,CPT,"Repair throat, esophagus",,,21 ,,RBRVS,8.95 ,17.38 ,17.38 ,,,,,1,0,1,1,1,1,20061001
42955,CPT,Surgical opening of throat,,,21 ,,RBRVS,7.38 ,10.70 ,10.70 ,,,,,1,0,1,1,1,1,20061001
42960,CPT,Control throat bleeding,,,21 ,,RBRVS,2.33 ,1.97 ,1.97 ,,,,,1,0,1,1,1,1,20061001
42961,CPT,Control throat bleeding,,,21 ,,RBRVS,5.58 ,4.97 ,4.97 ,,,,,1,0,1,1,1,1,20061001
42962,CPT,Control throat bleeding,,,21 ,,RBRVS,7.13 ,5.93 ,5.93 ,,,,,1,0,1,1,1,1,20061001
42970,CPT,Control nose/throat bleeding,,,21 ,,RBRVS,5.42 ,4.19 ,4.19 ,,,,,1,0,1,1,1,1,20061001
42971,CPT,Control nose/throat bleeding,,,21 ,,RBRVS,6.20 ,5.13 ,5.13 ,,,,,1,0,1,1,1,1,20061001
42972,CPT,Control nose/throat bleeding,,,21 ,,RBRVS,7.19 ,5.72 ,5.72 ,,,,,1,0,1,1,1,1,20061001
42999,CPT,Throat surgery procedure,,,21 ,,TotalUnits,,,,7.37 ,,,,1,0,1,1,1,1,20061001
43020,CPT,Incision of esophagus,,,21 ,,RBRVS,8.08 ,5.43 ,5.43 ,,,,,1,0,1,1,1,1,20061001
43030,CPT,Throat muscle surgery,,,21 ,,RBRVS,7.68 ,5.51 ,5.51 ,,,,,1,0,1,1,1,1,20061001
43045,CPT,Incision of esophagus,,,21 ,,RBRVS,20.09 ,10.73 ,10.73 ,,,,,1,0,1,1,1,1,20061001
43100,CPT,Excision of esophagus lesion,,,21 ,,RBRVS,9.18 ,6.24 ,6.24 ,,,,,1,0,1,1,1,1,20061001
43101,CPT,Excision of esophagus lesion,,,21 ,,RBRVS,16.22 ,7.90 ,7.90 ,,,,,1,0,1,1,1,1,20061001
43107,CPT,Removal of esophagus,,,21 ,,RBRVS,39.94 ,18.31 ,18.31 ,,,,,1,0,1,1,1,1,20061001
43108,CPT,Removal of esophagus,,,21 ,,RBRVS,34.14 ,14.25 ,14.25 ,,,,,1,0,1,1,1,1,20061001
43112,CPT,Removal of esophagus,,,21 ,,RBRVS,43.43 ,19.42 ,19.42 ,,,,,1,0,1,1,1,1,20061001
43113,CPT,Removal of esophagus,,,21 ,,RBRVS,35.22 ,15.15 ,15.15 ,,,,,1,0,1,1,1,1,20061001
43116,CPT,Partial removal of esophagus,,,21 ,,RBRVS,31.17 ,16.74 ,16.74 ,,,,,1,0,1,1,1,1,20061001
43117,CPT,Partial removal of esophagus,,,21 ,,RBRVS,39.94 ,17.32 ,17.32 ,,,,,1,0,1,1,1,1,20061001
43118,CPT,Partial removal of esophagus,,,21 ,,RBRVS,33.15 ,13.82 ,13.82 ,,,,,1,0,1,1,1,1,20061001
43121,CPT,Partial removal of esophagus,,,21 ,,RBRVS,29.15 ,13.71 ,13.71 ,,,,,1,0,1,1,1,1,20061001
43122,CPT,Partial removal of esophagus,,,21 ,,RBRVS,39.94 ,17.44 ,17.44 ,,,,,1,0,1,1,1,1,20061001
43123,CPT,Partial removal of esophagus,,,21 ,,RBRVS,33.15 ,14.14 ,14.14 ,,,,,1,0,1,1,1,1,20061001
43124,CPT,Removal of esophagus,,,21 ,,RBRVS,27.28 ,13.12 ,13.12 ,,,,,1,0,1,1,1,1,20061001
43130,CPT,Removal of esophagus pouch,,,21 ,,RBRVS,11.73 ,7.58 ,7.58 ,,,,,1,0,1,1,1,1,20061001
43135,CPT,Removal of esophagus pouch,,,21 ,,RBRVS,16.08 ,8.11 ,8.11 ,,,,,1,0,1,1,1,1,20061001
43200,CPT,Esophagus endoscopy,,,21 ,,RBRVS,1.59 ,1.07 ,4.14 ,,,,,1,0,1,1,1,1,20061001
43201,CPT,Esoph scope w/submucous inj,,,21 ,,RBRVS,2.09 ,1.10 ,4.64 ,,,,,1,0,1,1,1,1,20061001
43202,CPT,"Esophagus endoscopy, biopsy",,,21 ,,RBRVS,1.89 ,0.94 ,5.56 ,,,,,1,0,1,1,1,1,20061001
43204,CPT,Esoph scope w/sclerosis inj,,,21 ,,RBRVS,3.76 ,1.52 ,1.52 ,,,,,1,0,1,1,1,1,20061001
43205,CPT,Esophagus endoscopy/ligation,,,21 ,,RBRVS,3.78 ,1.52 ,1.52 ,,,,,1,0,1,1,1,1,20061001
43215,CPT,Esophagus endoscopy,,,21 ,,RBRVS,2.60 ,1.20 ,1.20 ,,,,,1,0,1,1,1,1,20061001
43216,CPT,Esophagus endoscopy/lesion,,,21 ,,RBRVS,2.40 ,1.06 ,1.06 ,,,,,1,0,1,1,1,1,20061001
43217,CPT,Esophagus endoscopy,,,21 ,,RBRVS,2.90 ,1.19 ,6.97 ,,,,,1,0,1,1,1,1,20061001
43219,CPT,Esophagus endoscopy,,,21 ,,RBRVS,2.80 ,1.35 ,1.35 ,,,,,1,0,1,1,1,1,20061001
43220,CPT,"Esoph endoscopy, dilation",,,21 ,,RBRVS,2.10 ,0.97 ,0.97 ,,,,,1,0,1,1,1,1,20061001
43226,CPT,"Esoph endoscopy, dilation",,,21 ,,RBRVS,2.34 ,1.03 ,1.03 ,,,,,1,0,1,1,1,1,20061001
43227,CPT,"Esoph endoscopy, repair",,,21 ,,RBRVS,3.59 ,1.45 ,1.45 ,,,,,1,0,1,1,1,1,20061001
43228,CPT,"Esoph endoscopy, ablation",,,21 ,,RBRVS,3.76 ,1.55 ,1.55 ,,,,,1,0,1,1,1,1,20061001
43231,CPT,Esoph endoscopy w/us exam,,,21 ,,RBRVS,3.19 ,1.31 ,1.31 ,,,,,1,0,1,1,1,1,20061001
43232,CPT,Esoph endoscopy w/us fn bx,,,21 ,,RBRVS,4.47 ,1.82 ,1.82 ,,,,,1,0,1,1,1,1,20061001
43234,CPT,"Upper GI endoscopy, exam",,,21 ,,RBRVS,2.01 ,0.87 ,5.34 ,,,,,1,0,1,1,1,1,20061001
43235,CPT,"Uppr gi endoscopy, diagnosis",,,21 ,,RBRVS,2.39 ,1.02 ,5.18 ,,,,,1,0,1,1,1,1,20061001
43236,CPT,Uppr gi scope w/submuc inj,,,21 ,,RBRVS,2.92 ,1.22 ,6.42 ,,,,,1,0,1,1,1,1,20061001
43237,CPT,"Endoscopic us exam, esoph",,,21 ,,RBRVS,3.98 ,1.59 ,1.59 ,,,,,1,0,1,1,1,1,20061001
43238,CPT,Uppr gi endoscopy w/us fn bx,,,21 ,,RBRVS,5.02 ,1.97 ,1.97 ,,,,,1,0,1,1,1,1,20061001
43239,CPT,"Upper GI endoscopy, biopsy",,,21 ,,RBRVS,2.87 ,1.19 ,5.73 ,,,,,1,0,1,1,1,1,20061001
43240,CPT,Esoph endoscope w/drain cyst,,,21 ,,RBRVS,6.85 ,2.61 ,2.61 ,,,,,1,0,1,1,1,1,20061001
43241,CPT,Upper GI endoscopy with tube,,,21 ,,RBRVS,2.59 ,1.10 ,1.10 ,,,,,1,0,1,1,1,1,20061001
43242,CPT,Uppr gi endoscopy w/us fn bx,,,21 ,,RBRVS,7.30 ,2.74 ,2.74 ,,,,,1,0,1,1,1,1,20061001
43243,CPT,Upper gi endoscopy & inject,,,21 ,,RBRVS,4.56 ,1.80 ,1.80 ,,,,,1,0,1,1,1,1,20061001
43244,CPT,Upper GI endoscopy/ligation,,,21 ,,RBRVS,5.04 ,1.97 ,1.97 ,,,,,1,0,1,1,1,1,20061001
43245,CPT,Uppr gi scope dilate strictr,,,21 ,,RBRVS,3.18 ,1.30 ,1.30 ,,,,,1,0,1,1,1,1,20061001
43246,CPT,Place gastrostomy tube,,,21 ,,RBRVS,4.32 ,1.69 ,1.69 ,,,,,1,0,1,1,1,1,20061001
43247,CPT,Operative upper GI endoscopy,,,21 ,,RBRVS,3.38 ,1.37 ,1.37 ,,,,,1,0,1,1,1,1,20061001
43248,CPT,Uppr gi endoscopy/guide wire,,,21 ,,RBRVS,3.15 ,1.31 ,1.31 ,,,,,1,0,1,1,1,1,20061001
