Inpatient Facility Charge Table,,,,,,,,
,,,,,,,,
Item Code,Code Type,Description,Charge Type Indicator,Standard Room and Board Per Diem,Standard Ancillary Charge Per Diem,ICU Room and Board Per Diem,ICU Ancillary Charge Per Diem,Start Date
188,DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES AGE >17 W CC,N,"$1,292.86 ","$2,881.30 ","$2,426.02 ","$2,881.30 ",20060825
189,DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES AGE >17 W/O CC,N,"$1,396.45 ","$2,768.19 ","$2,299.07 ","$2,768.19 ",20060825
190,DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES AGE 0-17,N,"$1,612.80 ","$2,904.17 ","$3,640.36 ","$2,904.17 ",20060825
191,DRG,"PANCREAS, LIVER & SHUNT PROCEDURES W CC",S,"$1,645.14 ","$6,613.28 ","$3,499.25 ","$6,613.28 ",20060825
192,DRG,"PANCREAS, LIVER & SHUNT PROCEDURES W/O CC",S,"$1,695.40 ","$7,320.01 ","$3,642.03 ","$7,320.01 ",20060825
193,DRG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,S,"$1,311.77 ","$4,395.55 ","$2,689.15 ","$4,395.55 ",20060825
194,DRG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC,S,"$1,327.17 ","$4,380.09 ","$3,045.81 ","$4,380.09 ",20060825
195,DRG,CHOLECYSTECTOMY W C.D.E. W CC,S,"$1,107.87 ","$4,164.00 ","$2,289.95 ","$4,164.00 ",20060825
196,DRG,CHOLECYSTECTOMY W C.D.E. W/O CC,S,"$1,064.78 ","$4,398.28 ","$1,641.97 ","$4,398.28 ",20060825
197,DRG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,S,"$1,137.00 ","$4,131.91 ","$2,304.79 ","$4,131.91 ",20060825
198,DRG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC,S,"$1,040.18 ","$3,949.57 ","$2,323.54 ","$3,949.57 ",20060825
199,DRG,HEPATOBILIARY DIAGNOSTIC PROCEDURE FOR MALIGNANCY,S,"$1,622.01 ","$5,045.98 ","$3,158.04 ","$5,045.98 ",20060825
200,DRG,HEPATOBILIARY DIAGNOSTIC PROCEDURE FOR NON-MALIGNANCY,S,"$1,263.49 ","$4,613.56 ","$2,538.65 ","$4,613.56 ",20060825
201,DRG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES,S,"$1,414.45 ","$4,319.33 ","$2,570.51 ","$4,319.33 ",20060825
202,DRG,CIRRHOSIS & ALCOHOLIC HEPATITIS,N,"$1,352.04 ","$3,253.83 ","$2,652.70 ","$3,253.83 ",20060825
203,DRG,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS,N,"$1,438.82 ","$3,173.91 ","$2,721.73 ","$3,173.91 ",20060825
204,DRG,DISORDERS OF PANCREAS EXCEPT MALIGNANCY,N,"$1,099.36 ","$2,883.22 ","$2,111.64 ","$2,883.22 ",20060825
205,DRG,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC",N,"$1,356.71 ","$3,081.90 ","$2,687.63 ","$3,081.90 ",20060825
206,DRG,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC",N,"$1,254.06 ","$2,548.09 ","$2,831.52 ","$2,548.09 ",20060825
207,DRG,DISORDERS OF THE BILIARY TRACT W CC,N,"$1,208.23 ","$3,180.90 ","$2,236.34 ","$3,180.90 ",20060825
208,DRG,DISORDERS OF THE BILIARY TRACT W/O CC,N,"$1,254.29 ","$3,350.65 ","$1,842.42 ","$3,350.65 ",20060825
210,DRG,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT AGE >17 W CC,S,"$1,159.60 ","$4,096.52 ","$2,280.47 ","$4,096.52 ",20060825
211,DRG,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT AGE >17 W/O CC,S,"$1,220.99 ","$4,224.44 ","$2,394.19 ","$4,224.44 ",20060825
212,DRG,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT AGE 0-17,S,"$1,242.39 ","$4,224.88 ","$2,402.06 ","$4,224.88 ",20060825
213,DRG,AMPUTATION FOR MUSCULOSKELETAL SYSTEM & CONN TISSUE DISORDERS,S,"$1,136.63 ","$2,995.79 ","$2,145.53 ","$2,995.79 ",20060825
216,DRG,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE,S,"$1,201.88 ","$4,658.56 ","$2,292.94 ","$4,658.56 ",20060825
217,DRG,"WND DEBRID & SKN GRFT EXCEPT HAND,FOR MUSCSKELET & CONN TISS DIS",S,"$1,361.88 ","$3,432.90 ","$2,813.68 ","$3,432.90 ",20060825
218,DRG,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR AGE >17 W CC",S,"$1,184.75 ","$4,737.56 ","$2,306.46 ","$4,737.56 ",20060825
219,DRG,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR AGE >17 W/O CC",S,"$1,197.21 ","$5,714.24 ","$2,417.52 ","$5,714.24 ",20060825
220,DRG,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR AGE 0-17",S,"$1,486.10 ","$6,078.99 ","$3,074.37 ","$6,078.99 ",20060825
223,DRG,"MAJOR SHOULDER/ELBOW PROC, OR OTHER UPPER EXTREMITY PROC W CC",S,"$1,201.28 ","$6,276.93 ","$2,308.16 ","$6,276.93 ",20060825
224,DRG,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC, W/O CC",S,"$1,190.14 ","$7,732.53 ","$2,270.84 ","$7,732.53 ",20060825
225,DRG,FOOT PROCEDURES,S,"$1,236.05 ","$3,427.19 ","$2,157.30 ","$3,427.19 ",20060825
226,DRG,SOFT TISSUE PROCEDURES W CC,S,"$1,267.43 ","$3,767.89 ","$2,526.81 ","$3,767.89 ",20060825
227,DRG,SOFT TISSUE PROCEDURES W/O CC,S,"$1,404.37 ","$6,316.12 ","$2,983.14 ","$6,316.12 ",20060825
228,DRG,"MAJOR THUMB OR JOINT PROC,OR OTH HAND OR WRIST PROC W CC",S,"$1,324.82 ","$5,138.33 ","$2,774.48 ","$5,138.33 ",20060825
229,DRG,"HAND OR WRIST PROC, EXCEPT MAJOR JOINT PROC, W/O CC",S,"$1,550.10 ","$5,970.34 ","$2,642.91 ","$5,970.34 ",20060825
230,DRG,LOCAL EXCISION & REMOVAL OF INT FIX DEVICES OF HIP & FEMUR,S,"$1,193.11 ","$3,971.51 ","$2,467.94 ","$3,971.51 ",20060825
232,DRG,ARTHROSCOPY,S,"$1,254.39 ","$5,082.77 ","$1,407.85 ","$5,082.77 ",20060825
233,DRG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,S,"$1,169.78 ","$4,054.17 ","$2,429.92 ","$4,054.17 ",20060825
234,DRG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC,S,"$1,196.71 ","$6,357.74 ","$2,427.49 ","$6,357.74 ",20060825
235,DRG,FRACTURES OF FEMUR,N,"$1,098.68 ","$1,658.05 ","$2,544.77 ","$1,658.05 ",20060825
236,DRG,FRACTURES OF HIP & PELVIS,N,"$1,090.43 ","$1,534.27 ","$2,578.52 ","$1,534.27 ",20060825
237,DRG,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH",N,"$1,250.87 ","$1,906.90 ","$2,649.88 ","$1,906.90 ",20060825
238,DRG,OSTEOMYELITIS,N,"$1,252.97 ","$1,905.59 ","$2,599.58 ","$1,905.59 ",20060825
239,DRG,PATHOLOGICAL FRACTURES & MUSCULOSKELETAL & CONN TISS MALIGNANCY,N,"$1,212.64 ","$2,000.61 ","$2,308.87 ","$2,000.61 ",20060825
240,DRG,CONNECTIVE TISSUE DISORDERS W CC,N,"$1,237.58 ","$2,865.49 ","$2,503.29 ","$2,865.49 ",20060825
241,DRG,CONNECTIVE TISSUE DISORDERS W/O CC,N,"$1,367.37 ","$2,363.97 ","$2,694.15 ","$2,363.97 ",20060825
242,DRG,SEPTIC ARTHRITIS,N,"$1,186.30 ","$1,910.59 ","$2,246.00 ","$1,910.59 ",20060825
243,DRG,MEDICAL BACK PROBLEMS,N,"$1,121.88 ","$1,908.17 ","$2,254.36 ","$1,908.17 ",20060825
244,DRG,BONE DISEASES & SPECIFIC ARTHROPATHIES W CC,N,"$1,037.21 ","$1,403.08 ","$2,376.51 ","$1,403.08 ",20060825
245,DRG,BONE DISEASES & SPECIFIC ARTHROPATHIES W/O CC,N,"$1,024.00 ","$1,095.75 ","$2,365.11 ","$1,095.75 ",20060825
246,DRG,NON-SPECIFIC ARTHROPATHIES,N,"$1,066.55 ","$1,279.88 ","$2,328.57 ","$1,279.88 ",20060825
247,DRG,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE,N,"$1,157.94 ","$1,999.15 ","$1,983.77 ","$1,999.15 ",20060825
248,DRG,"TENDONITIS, MYOSITIS & BURSITIS",N,"$1,259.13 ","$2,141.95 ","$2,541.65 ","$2,141.95 ",20060825
249,DRG,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE",N,"$1,183.15 ","$1,709.71 ","$2,415.86 ","$1,709.71 ",20060825
250,DRG,"FX, SPRN, STRN & DISL OF FOREARM, HAND, FOOT AGE >17 W CC",N,"$1,280.52 ","$1,992.28 ","$2,558.68 ","$1,992.28 ",20060825
251,DRG,"FX, SPRN, STRN & DISL OF FOREARM, HAND, FOOT AGE >17 W/O CC",N,"$1,343.11 ","$2,024.96 ","$2,662.29 ","$2,024.96 ",20060825
252,DRG,"FX, SPRN, STRN & DISL OF FOREARM, HAND, FOOT AGE 0-17",N,"$1,218.52 ","$1,788.14 ","$2,453.49 ","$1,788.14 ",20060825
253,DRG,"FX, SPRN, STRN & DISL OF UPARM,LOWLEG EX FOOT AGE >17 W CC",N,"$1,200.70 ","$1,902.97 ","$2,564.96 ","$1,902.97 ",20060825
254,DRG,"FX, SPRN, STRN & DISL OF UPARM,LOWLEG EX FOOT AGE >17 W/O CC",N,"$1,198.14 ","$1,534.99 ","$2,626.29 ","$1,534.99 ",20060825
255,DRG,"FX, SPRN, STRN & DISL OF UPARM,LOWLEG EX FOOT AGE 0-17",N,"$1,173.33 ","$1,600.64 ","$2,299.88 ","$1,600.64 ",20060825
256,DRG,OTHER MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE DIAGNOSES,N,"$1,161.77 ","$1,786.86 ","$2,430.47 ","$1,786.86 ",20060825
257,DRG,TOTAL MASTECTOMY FOR MALIGNANCY W CC,S,"$1,259.16 ","$6,157.12 ","$2,284.83 ","$6,157.12 ",20060825
258,DRG,TOTAL MASTECTOMY FOR MALIGNANCY W/O CC,S,"$1,202.60 ","$7,504.11 ","$2,135.74 ","$7,504.11 ",20060825
259,DRG,SUBTOTAL MASTECTOMY FOR MALIGNANCY W CC,S,"$1,510.40 ","$6,359.31 ","$2,508.87 ","$6,359.31 ",20060825
260,DRG,SUBTOTAL MASTECTOMY FOR MALIGNANCY W/O CC,S,"$1,456.32 ","$10,047.78 ","$3,043.62 ","$10,047.78 ",20060825
261,DRG,BREAST PROC FOR NON-MALIGNANCY EXCEPT BIOPSY & LOCAL EXCISION,S,"$1,492.29 ","$9,058.98 ","$3,705.00 ","$9,058.98 ",20060825
262,DRG,BREAST BIOPSY & LOCAL EXCISION FOR NON-MALIGNANCY,S,"$1,434.94 ","$3,663.30 ","$2,002.28 ","$3,663.30 ",20060825
263,DRG,SKIN GRAFT &/OR DEBRID FOR SKN ULCER OR CELLULITIS W CC,S,"$1,251.91 ","$2,363.88 ","$2,523.36 ","$2,363.88 ",20060825
264,DRG,SKIN GRAFT &/OR DEBRID FOR SKN ULCER OR CELLULITIS W/O CC,S,"$1,258.16 ","$2,117.91 ","$1,709.04 ","$2,117.91 ",20060825
265,DRG,SKIN GRAFT &/OR DEBRID EXCEPT FOR SKIN ULCER OR CELLULITIS W CC,S,"$1,454.27 ","$4,282.09 ","$3,037.42 ","$4,282.09 ",20060825
266,DRG,SKIN GRAFT &/OR DEBRID EXCEPT FOR SKIN ULCER OR CELLULITIS W/O CC,S,"$1,689.68 ","$6,051.98 ","$3,860.74 ","$6,051.98 ",20060825
267,DRG,PERIANAL & PILONIDAL PROCEDURES,S,"$1,320.31 ","$3,475.36 ","$2,203.73 ","$3,475.36 ",20060825
268,DRG,"SKIN, SUBCUTANEOUS TISSUE & BREAST PLASTIC PROCEDURES",S,"$1,527.58 ","$7,181.01 ","$4,162.50 ","$7,181.01 ",20060825
269,DRG,"OTHER SKIN, SUBCUT TISS & BREAST PROC W CC",S,"$1,219.40 ","$2,882.64 ","$2,226.23 ","$2,882.64 ",20060825
270,DRG,"OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC",S,"$1,313.75 ","$3,861.68 ","$2,108.18 ","$3,861.68 ",20060825
271,DRG,SKIN ULCERS,N,"$1,142.39 ","$1,665.07 ","$2,169.35 ","$1,665.07 ",20060825
272,DRG,MAJOR SKIN DISORDERS W CC,N,"$1,301.67 ","$2,359.68 ","$2,817.45 ","$2,359.68 ",20060825
273,DRG,MAJOR SKIN DISORDERS W/O CC,N,"$1,283.66 ","$2,325.75 ","$2,913.67 ","$2,325.75 ",20060825
274,DRG,MALIGNANT BREAST DISORDERS W CC,N,"$1,244.36 ","$2,114.70 ","$2,231.12 ","$2,114.70 ",20060825
275,DRG,MALIGNANT BREAST DISORDERS W/O CC,N,"$1,275.04 ","$1,396.78 ","$1,811.30 ","$1,396.78 ",20060825
276,DRG,NON-MALIGNANT BREAST DISORDERS,N,"$1,272.70 ","$1,977.57 ","$2,189.75 ","$1,977.57 ",20060825
277,DRG,CELLULITIS AGE >17 W CC,N,"$1,286.17 ","$1,903.34 ","$2,257.02 ","$1,903.34 ",20060825
278,DRG,CELLULITIS AGE >17 W/O CC,N,"$1,262.61 ","$1,552.01 ","$2,130.20 ","$1,552.01 ",20060825
279,DRG,CELLULITIS AGE 0-17,N,"$1,370.37 ","$1,892.57 ","$2,407.86 ","$1,892.57 ",20060825
280,DRG,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST AGE >17 W CC",N,"$1,266.62 ","$2,305.17 ","$2,440.02 ","$2,305.17 ",20060825
281,DRG,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST AGE >17 W/O CC",N,"$1,296.87 ","$2,158.97 ","$2,306.55 ","$2,158.97 ",20060825
282,DRG,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST AGE 0-17",N,"$1,284.46 ","$2,044.07 ","$2,487.48 ","$2,044.07 ",20060825
283,DRG,MINOR SKIN DISORDERS W CC,N,"$1,342.16 ","$2,123.33 ","$2,393.25 ","$2,123.33 ",20060825
284,DRG,MINOR SKIN DISORDERS W/O CC,N,"$1,048.59 ","$1,346.79 ","$1,877.39 ","$1,346.79 ",20060825
285,DRG,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DISORDERS",S,"$1,245.29 ","$2,744.67 ","$2,492.24 ","$2,744.67 ",20060825
286,DRG,ADRENAL & PITUITARY PROCEDURES,S,"$1,453.79 ","$7,491.70 ","$3,375.76 ","$7,491.70 ",20060825
287,DRG,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DISORDERS",S,"$1,396.43 ","$2,380.98 ","$2,480.63 ","$2,380.98 ",20060825
288,DRG,O.R. PROCEDURES FOR OBESITY,S,"$1,351.90 ","$9,652.21 ","$2,992.09 ","$9,652.21 ",20060825
289,DRG,PARATHYROID PROCEDURES,S,"$1,371.52 ","$6,767.62 ","$2,909.21 ","$6,767.62 ",20060825
290,DRG,THYROID PROCEDURES,S,"$1,427.67 ","$8,186.74 ","$2,704.69 ","$8,186.74 ",20060825
291,DRG,THYROGLOSSAL PROCEDURES,S,"$1,779.26 ","$10,756.97 ","$7,619.61 ","$10,756.97 ",20060825
292,DRG,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC",S,"$1,398.88 ","$3,835.57 ","$2,484.10 ","$3,835.57 ",20060825
293,DRG,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W/O CC",S,"$1,410.21 ","$5,745.31 ","$3,617.81 ","$5,745.31 ",20060825
294,DRG,DIABETES AGE >35,N,"$1,291.11 ","$2,196.12 ","$2,392.42 ","$2,196.12 ",20060825
295,DRG,DIABETES AGE 0-35,N,"$1,044.68 ","$2,600.92 ","$2,003.19 ","$2,600.92 ",20060825
296,DRG,NUTRITIONAL & MISC METABOLIC DISORDERS AGE >17 W CC,N,"$1,167.99 ","$2,139.04 ","$2,094.27 ","$2,139.04 ",20060825
297,DRG,NUTRITIONAL & MISC METABOLIC DISORDERS AGE >17 W/O CC,N,"$1,131.89 ","$1,814.38 ","$2,051.65 ","$1,814.38 ",20060825
298,DRG,NUTRITIONAL & MISC METABOLIC DISORDERS AGE 0-17,N,"$2,024.90 ","$3,533.89 ","$3,386.38 ","$3,533.89 ",20060825
299,DRG,INBORN ERRORS OF METABOLISM,N,"$1,057.74 ","$2,409.07 ","$2,213.65 ","$2,409.07 ",20060825
300,DRG,ENDOCRINE DISORDERS W CC,N,"$1,292.08 ","$2,431.73 ","$2,341.90 ","$2,431.73 ",20060825
301,DRG,ENDOCRINE DISORDERS W/O CC,N,"$1,535.16 ","$2,711.01 ","$2,719.33 ","$2,711.01 ",20060825
302,DRG,KIDNEY TRANSPLANT,S,"$2,004.32 ","$18,926.78 ","$4,076.46 ","$18,926.78 ",20060825
303,DRG,"KIDNEY,URETER & MAJOR BLADDER PROCEDURES FOR NEOPLASM",S,"$1,344.46 ","$5,462.87 ","$2,762.00 ","$5,462.87 ",20060825
304,DRG,"KIDNEY,URETER & MAJOR BLADDER PROC FOR NON-NEOPL W CC",S,"$1,431.45 ","$4,764.52 ","$2,748.35 ","$4,764.52 ",20060825
305,DRG,"KIDNEY,URETER & MAJOR BLADDER PROC FOR NON-NEOPL W/O CC",S,"$1,295.75 ","$6,681.59 ","$2,528.50 ","$6,681.59 ",20060825
306,DRG,PROSTATECTOMY W CC,S,"$1,272.86 ","$3,550.97 ","$2,359.37 ","$3,550.97 ",20060825
307,DRG,PROSTATECTOMY W/O CC,S,"$1,146.80 ","$5,227.47 ","$1,873.38 ","$5,227.47 ",20060825
308,DRG,MINOR BLADDER PROCEDURES W CC,S,"$1,259.11 ","$4,142.33 ","$2,306.65 ","$4,142.33 ",20060825
309,DRG,MINOR BLADDER PROCEDURES W/O CC,S,"$1,291.93 ","$9,452.31 ","$2,232.11 ","$9,452.31 ",20060825
310,DRG,TRANSURETHRAL PROCEDURES W CC,S,"$1,384.79 ","$4,240.60 ","$2,469.51 ","$4,240.60 ",20060825
311,DRG,TRANSURETHRAL PROCEDURES W/O CC,S,"$1,643.17 ","$7,615.73 ","$2,458.26 ","$7,615.73 ",20060825
312,DRG,"URETHRAL PROCEDURES, AGE >17 W CC",S,"$1,419.37 ","$4,188.84 ","$2,510.57 ","$4,188.84 ",20060825
313,DRG,"URETHRAL PROCEDURES, AGE >17 W/O CC",S,"$1,387.51 ","$6,623.99 ","$2,982.17 ","$6,623.99 ",20060825
314,DRG,"URETHRAL PROCEDURES, AGE 0-17",S,"$1,441.40 ","$4,569.91 ","$2,478.26 ","$4,569.91 ",20060825
315,DRG,OTHER KIDNEY & URINARY TRACT O.R. PROCEDURES,S,"$1,405.23 ","$4,862.50 ","$2,495.21 ","$4,862.50 ",20060825
316,DRG,RENAL FAILURE,N,"$1,220.38 ","$2,642.79 ","$2,239.96 ","$2,642.79 ",20060825
317,DRG,ADMIT FOR RENAL DIALYSIS,N,"$1,177.40 ","$3,790.67 ","$2,238.22 ","$3,790.67 ",20060825
318,DRG,KIDNEY & URINARY TRACT NEOPLASMS W CC,N,"$1,262.82 ","$2,717.01 ","$2,753.02 ","$2,717.01 ",20060825
319,DRG,KIDNEY & URINARY TRACT NEOPLASMS W/O CC,N,"$1,238.47 ","$2,743.00 ","$2,478.55 ","$2,743.00 ",20060825
320,DRG,KIDNEY & URINARY TRACT INFECTIONS AGE >17 W CC,N,"$1,155.64 ","$2,103.19 ","$2,125.26 ","$2,103.19 ",20060825
321,DRG,KIDNEY & URINARY TRACT INFECTIONS AGE >17 W/O CC,N,"$1,109.12 ","$1,888.31 ","$2,041.34 ","$1,888.31 ",20060825
322,DRG,KIDNEY & URINARY TRACT INFECTIONS AGE 0-17,N,"$1,364.29 ","$2,309.82 ","$3,625.23 ","$2,309.82 ",20060825
323,DRG,"URINARY STONES W CC, &/OR ESW LITHOTRIPSY",N,"$1,186.69 ","$3,967.06 ","$2,190.71 ","$3,967.06 ",20060825
324,DRG,URINARY STONES W/O CC,N,"$1,037.72 ","$3,681.85 ","$2,365.02 ","$3,681.85 ",20060825
325,DRG,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS AGE >17 W CC,N,"$1,365.33 ","$2,306.33 ","$2,366.06 ","$2,306.33 ",20060825
326,DRG,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS AGE >17 W/O CC,N,"$1,395.80 ","$2,219.20 ","$1,914.84 ","$2,219.20 ",20060825
327,DRG,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS AGE 0-17,N,"$1,356.08 ","$2,083.07 ","$2,410.20 ","$2,083.07 ",20060825
328,DRG,URETHRAL STRICTURE AGE >17 W CC,N,"$1,516.23 ","$3,363.34 ","$2,111.13 ","$3,363.34 ",20060825
329,DRG,URETHRAL STRICTURE AGE >17 W/O CC,N,"$1,412.47 ","$4,394.67 ","$2,962.26 ","$4,394.67 ",20060825
330,DRG,URETHRAL STRICTURE AGE 0-17,N,"$1,602.14 ","$3,381.59 ","$3,357.92 ","$3,381.59 ",20060825
331,DRG,OTHER KIDNEY & URINARY TRACT DIAGNOSES AGE >17 W CC,N,"$1,259.74 ","$2,838.57 ","$2,310.35 ","$2,838.57 ",20060825
332,DRG,OTHER KIDNEY & URINARY TRACT DIAGNOSES AGE >17 W/O CC,N,"$1,358.57 ","$2,930.44 ","$2,145.06 ","$2,930.44 ",20060825
333,DRG,OTHER KIDNEY & URINARY TRACT DIAGNOSES AGE 0-17,N,"$2,106.48 ","$5,373.88 ","$4,358.89 ","$5,373.88 ",20060825
334,DRG,MAJOR MALE PELVIC PROCEDURES W CC,S,"$1,270.08 ","$6,163.42 ","$2,746.77 ","$6,163.42 ",20060825
335,DRG,MAJOR MALE PELVIC PROCEDURES W/O CC,S,"$1,259.36 ","$7,686.43 ","$2,582.29 ","$7,686.43 ",20060825
336,DRG,TRANSURETHRAL PROSTATECTOMY W CC,S,"$1,186.16 ","$4,007.10 ","$2,362.96 ","$4,007.10 ",20060825
337,DRG,TRANSURETHRAL PROSTATECTOMY W/O CC,S,"$1,193.74 ","$5,299.96 ","$2,043.55 ","$5,299.96 ",20060825
338,DRG,"TESTES PROCEDURES, FOR MALIGNANCY",S,"$1,012.46 ","$3,317.10 ","$1,630.37 ","$3,317.10 ",20060825
339,DRG,"TESTES PROCEDURES, NON-MALIGNANCY AGE >17",S,"$1,143.71 ","$3,449.72 ","$2,315.94 ","$3,449.72 ",20060825
340,DRG,"TESTES PROCEDURES, NON-MALIGNANCY AGE 0-17",S,"$1,180.80 ","$3,571.63 ","$2,488.87 ","$3,571.63 ",20060825
341,DRG,PENIS PROCEDURES,S,"$1,655.21 ","$10,351.87 ","$3,321.78 ","$10,351.87 ",20060825
342,DRG,CIRCUMCISION AGE >17,S,$996.95 ,"$3,710.07 ","$1,711.44 ","$3,710.07 ",20060825
343,DRG,CIRCUMCISION AGE 0-17,S,"$1,020.87 ","$4,036.38 ","$1,904.56 ","$4,036.38 ",20060825
344,DRG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY,S,"$1,742.74 ","$11,889.67 ","$3,174.35 ","$11,889.67 ",20060825
345,DRG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXCEPT FOR MALIGNANCY,S,"$1,410.15 ","$3,348.47 ","$2,751.60 ","$3,348.47 ",20060825
346,DRG,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM, W CC",N,"$1,237.42 ","$2,138.47 ","$2,181.90 ","$2,138.47 ",20060825
347,DRG,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM, W/O CC",N,"$1,417.51 ","$3,259.15 ","$2,129.17 ","$3,259.15 ",20060825
348,DRG,BENIGN PROSTATIC HYPERTROPHY W CC,N,"$1,345.81 ","$2,415.31 ","$2,302.61 ","$2,415.31 ",20060825
349,DRG,BENIGN PROSTATIC HYPERTROPHY W/O CC,N,"$1,422.72 ","$2,192.28 ","$2,261.19 ","$2,192.28 ",20060825
350,DRG,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM,N,"$1,138.22 ","$2,201.96 ","$1,979.44 ","$2,201.96 ",20060825
351,DRG,"STERILIZATION, MALE",N,"$1,036.28 ","$2,847.60 ","$2,008.41 ","$2,847.60 ",20060825
352,DRG,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES,N,"$1,234.33 ","$2,642.17 ","$2,894.76 ","$2,642.17 ",20060825
353,DRG,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY & RADICAL VULVECTOMY",S,"$1,439.81 ","$5,511.26 ","$3,166.27 ","$5,511.26 ",20060825
354,DRG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC",S,"$1,434.65 ","$4,731.06 ","$2,855.05 ","$4,731.06 ",20060825
355,DRG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC",S,"$1,400.75 ","$5,433.31 ","$2,952.77 ","$5,433.31 ",20060825
356,DRG,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,S,"$1,089.39 ","$7,014.72 ","$2,304.80 ","$7,014.72 ",20060825
357,DRG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY,S,"$1,402.48 ","$4,867.33 ","$2,895.77 ","$4,867.33 ",20060825
358,DRG,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC,S,"$1,155.86 ","$4,903.23 ","$2,504.06 ","$4,903.23 ",20060825
359,DRG,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC,S,"$1,116.70 ","$5,764.97 ","$2,289.33 ","$5,764.97 ",20060825
360,DRG,"VAGINA, CERVIX & VULVA PROCEDURES",S,"$1,110.03 ","$5,618.23 ","$2,242.50 ","$5,618.23 ",20060825
361,DRG,LAPAROSCOPY & INCISIONAL TUBAL INTERRUPTION,S,"$1,286.14 ","$6,378.25 ","$2,527.44 ","$6,378.25 ",20060825
362,DRG,ENDOSCOPIC TUBAL INTERRUPTION,S,"$1,023.96 ","$4,936.39 ","$2,071.53 ","$4,936.39 ",20060825
363,DRG,"D&C, CONIZATION & RADIO-IMPLANT, FOR MALIGNANCY",S,"$1,375.49 ","$4,058.50 ","$2,297.11 ","$4,058.50 ",20060825
364,DRG,"D&C, CONIZATION EXCEPT FOR MALIGNANCY",S,"$1,563.99 ","$3,012.32 ","$2,902.74 ","$3,012.32 ",20060825
365,DRG,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES,S,"$1,227.05 ","$4,183.05 ","$2,612.53 ","$4,183.05 ",20060825
366,DRG,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W CC",N,"$1,292.22 ","$2,453.62 ","$2,313.46 ","$2,453.62 ",20060825
