"Version 2.8, Mid Year Update - Outpatient Facility",,,,,,,,,,,,
Item Code,Code Type,Description,Modifier,Service Category Code,Multiple Surgery Indicator,Primary/Pass-Through Indicator,Unit Charge,Base charge,Unit Type,Inpatient Indicator,Skilled Nursing Facility Indicator,Start Date
23100,CPT,Biopsy of shoulder joint,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
23101,CPT,Shoulder joint surgery,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23105,CPT,Remove shoulder joint lining,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23106,CPT,Incision of collarbone joint,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23107,CPT,Explore treat shoulder joint,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23120,CPT,"Partial removal, collar bone",,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
23125,CPT,Removal of collar bone,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
23130,CPT,"Remove shoulder bone, part",,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
23140,CPT,Removal of bone lesion,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
23145,CPT,Removal of bone lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23146,CPT,Removal of bone lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23150,CPT,Removal of humerus lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23155,CPT,Removal of humerus lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23156,CPT,Removal of humerus lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23170,CPT,Remove collar bone lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23172,CPT,Remove shoulder blade lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23174,CPT,Remove humerus lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23180,CPT,Remove collar bone lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23182,CPT,Remove shoulder blade lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23184,CPT,Remove humerus lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23190,CPT,Partial removal of scapula,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23195,CPT,Removal of head of humerus,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23330,CPT,Remove shoulder foreign body,,30,1,1,"$2,131.88 ",$0.00,1,0,1,20061001
23331,CPT,Remove shoulder foreign body,,30,1,1,"$5,653.51 ",$0.00,1,0,1,20061001
23395,CPT,"Muscle transfer,shoulder/arm",,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
23397,CPT,Muscle transfers,,30,1,1,"$12,517.27 ",$0.00,1,0,1,20061001
23400,CPT,Fixation of shoulder blade,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23405,CPT,Incision of tendon & muscle,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23406,CPT,Incise tendon(s) & muscle(s),,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
23410,CPT,Repair of tendon(s),,30,1,1,"$12,517.27 ",$0.00,1,0,1,20061001
23412,CPT,"Repair rotator cuff, chronic",,30,1,1,"$12,517.27 ",$0.00,1,0,1,20061001
23415,CPT,Release of shoulder ligament,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
23420,CPT,Repair of shoulder,,30,1,1,"$12,517.27 ",$0.00,1,0,1,20061001
23430,CPT,Repair biceps tendon,,30,1,1,"$12,517.27 ",$0.00,1,0,1,20061001
23440,CPT,Remove/transplant tendon,,30,1,1,"$12,517.27 ",$0.00,1,0,1,20061001
23450,CPT,Repair shoulder capsule,,30,1,1,"$12,517.27 ",$0.00,1,0,1,20061001
23455,CPT,Repair shoulder capsule,,30,1,1,"$12,517.27 ",$0.00,1,0,1,20061001
23460,CPT,Repair shoulder capsule,,30,1,1,"$12,517.27 ",$0.00,1,0,1,20061001
23462,CPT,Repair shoulder capsule,,30,1,1,"$12,517.27 ",$0.00,1,0,1,20061001
23465,CPT,Repair shoulder capsule,,30,1,1,"$12,517.27 ",$0.00,1,0,1,20061001
23466,CPT,Repair shoulder capsule,,30,1,1,"$12,517.27 ",$0.00,1,0,1,20061001
23470,CPT,Reconstruct shoulder joint,,30,1,1,"$15,450.10 ",$0.00,1,0,1,20061001
23480,CPT,Revision of collar bone,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
23485,CPT,Revision of collar bone,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
23490,CPT,Reinforce clavicle,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
23491,CPT,Reinforce shoulder bones,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
23500,CPT,Treat clavicle fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
23505,CPT,Treat clavicle fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
23515,CPT,Treat clavicle fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
23520,CPT,Treat clavicle dislocation,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
23525,CPT,Treat clavicle dislocation,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
23530,CPT,Treat clavicle dislocation,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
23532,CPT,Treat clavicle dislocation,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
23540,CPT,Treat clavicle dislocation,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
23545,CPT,Treat clavicle dislocation,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
23550,CPT,Treat clavicle dislocation,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
23552,CPT,Treat clavicle dislocation,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
23570,CPT,Treat shoulder blade fx,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
23575,CPT,Treat shoulder blade fx,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
23585,CPT,Treat scapula fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
23600,CPT,Treat humerus fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
23605,CPT,Treat humerus fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
23615,CPT,Treat humerus fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
23616,CPT,Treat humerus fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
23620,CPT,Treat humerus fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
23625,CPT,Treat humerus fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
23630,CPT,Treat humerus fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
23650,CPT,Treat shoulder dislocation,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
23655,CPT,Treat shoulder dislocation,,30,1,1,"$4,047.77 ",$0.00,1,0,1,20061001
23660,CPT,Treat shoulder dislocation,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
23665,CPT,Treat dislocation/fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
23670,CPT,Treat dislocation/fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
23675,CPT,Treat dislocation/fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
23680,CPT,Treat dislocation/fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
23700,CPT,Fixation of shoulder,,30,1,1,"$4,047.77 ",$0.00,1,0,1,20061001
23800,CPT,Fusion of shoulder joint,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
23802,CPT,Fusion of shoulder joint,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
23921,CPT,Amputation follow-up surgery,,30,1,1,"$1,558.31 ",$0.00,1,0,1,20061001
23929,CPT,Shoulder surgery procedure,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
23930,CPT,Drainage of arm lesion,,30,1,1,"$5,869.10 ",$0.00,1,0,1,20061001
23931,CPT,Drainage of arm bursa,,30,1,1,"$3,544.83 ",$0.00,1,0,1,20061001
23935,CPT,Drain arm/elbow bone lesion,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
24000,CPT,Exploratory elbow surgery,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24006,CPT,Release elbow joint,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24065,CPT,Biopsy arm/elbow soft tissue,,30,1,1,"$4,293.64 ",$0.00,1,0,1,20061001
24066,CPT,Biopsy arm/elbow soft tissue,,30,1,1,"$4,293.64 ",$0.00,1,0,1,20061001
24075,CPT,Remove arm/elbow lesion,,30,1,1,"$4,293.64 ",$0.00,1,0,1,20061001
24076,CPT,Remove arm/elbow lesion,,30,1,1,"$5,653.51 ",$0.00,1,0,1,20061001
24077,CPT,Remove tumor of arm/elbow,,30,1,1,"$5,653.51 ",$0.00,1,0,1,20061001
24100,CPT,Biopsy elbow joint lining,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
24101,CPT,Explore/treat elbow joint,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24102,CPT,Remove elbow joint lining,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24105,CPT,Removal of elbow bursa,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
24110,CPT,Remove humerus lesion,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
24115,CPT,Remove/graft bone lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24116,CPT,Remove/graft bone lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24120,CPT,Remove elbow lesion,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
24125,CPT,Remove/graft bone lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24126,CPT,Remove/graft bone lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24130,CPT,Removal of head of radius,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24134,CPT,Removal of arm bone lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24136,CPT,Remove radius bone lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24138,CPT,Remove elbow bone lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24140,CPT,Partial removal of arm bone,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24145,CPT,Partial removal of radius,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24147,CPT,Partial removal of elbow,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24149,CPT,Radical resection of elbow,,30,1,1,"$1,499.92 ",$0.00,1,0,1,20061001
24150,CPT,Extensive humerus surgery,,30,1,1,"$12,517.27 ",$0.00,1,0,1,20061001
24151,CPT,Extensive humerus surgery,,30,1,1,"$12,517.27 ",$0.00,1,0,1,20061001
24152,CPT,Extensive radius surgery,,30,1,1,"$12,517.27 ",$0.00,1,0,1,20061001
24153,CPT,Extensive radius surgery,,30,1,1,"$12,517.27 ",$0.00,1,0,1,20061001
24155,CPT,Removal of elbow joint,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
24160,CPT,Remove elbow joint implant,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24164,CPT,Remove radius head implant,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24200,CPT,Removal of arm foreign body,,30,1,1,"$1,188.20 ",$0.00,1,0,1,20061001
24201,CPT,Removal of arm foreign body,,30,1,1,"$4,293.64 ",$0.00,1,0,1,20061001
24300,CPT,Manipulate elbow w/anesth,,30,1,1,"$4,047.77 ",$0.00,1,0,1,20061001
24301,CPT,Muscle/tendon transfer,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24305,CPT,Arm tendon lengthening,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24310,CPT,Revision of arm tendon,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
24320,CPT,Repair of arm tendon,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
24330,CPT,Revision of arm muscles,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
24331,CPT,Revision of arm muscles,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
24332,CPT,"Tenolysis, triceps",,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
24340,CPT,Repair of biceps tendon,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
24341,CPT,Repair arm tendon/muscle,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
24342,CPT,Repair of ruptured tendon,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
24343,CPT,Repr elbow lat ligmnt w/tiss,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24344,CPT,Reconstruct elbow lat ligmnt,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
24345,CPT,Repr elbw med ligmnt w/tissu,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24346,CPT,Reconstruct elbow med ligmnt,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
24350,CPT,Repair of tennis elbow,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24351,CPT,Repair of tennis elbow,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24352,CPT,Repair of tennis elbow,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24354,CPT,Repair of tennis elbow,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24356,CPT,Revision of tennis elbow,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24360,CPT,Reconstruct elbow joint,,30,1,1,"$9,010.40 ",$0.00,1,0,1,20061001
24361,CPT,Reconstruct elbow joint,,30,1,1,"$15,450.10 ",$0.00,1,0,1,20061001
24362,CPT,Reconstruct elbow joint,,30,1,1,"$15,450.10 ",$0.00,1,0,1,20061001
24363,CPT,Replace elbow joint,,30,1,1,"$15,450.10 ",$0.00,1,0,1,20061001
24365,CPT,Reconstruct head of radius,,30,1,1,"$9,010.40 ",$0.00,1,0,1,20061001
24366,CPT,Reconstruct head of radius,,30,1,1,"$15,450.10 ",$0.00,1,0,1,20061001
24400,CPT,Revision of humerus,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24410,CPT,Revision of humerus,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24420,CPT,Revision of humerus,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
24430,CPT,Repair of humerus,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
24435,CPT,Repair humerus with graft,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
24470,CPT,Revision of elbow joint,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
24495,CPT,Decompression of forearm,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
24498,CPT,Reinforce humerus,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
24500,CPT,Treat humerus fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
24505,CPT,Treat humerus fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
24515,CPT,Treat humerus fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
24516,CPT,Treat humerus fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
24530,CPT,Treat humerus fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
24535,CPT,Treat humerus fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
24538,CPT,Treat humerus fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
24545,CPT,Treat humerus fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
24546,CPT,Treat humerus fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
24560,CPT,Treat humerus fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
24565,CPT,Treat humerus fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
24566,CPT,Treat humerus fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
24575,CPT,Treat humerus fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
24576,CPT,Treat humerus fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
24577,CPT,Treat humerus fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
24579,CPT,Treat humerus fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
24582,CPT,Treat humerus fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
24586,CPT,Treat elbow fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
24587,CPT,Treat elbow fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
24600,CPT,Treat elbow dislocation,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
24605,CPT,Treat elbow dislocation,,30,1,1,"$4,047.77 ",$0.00,1,0,1,20061001
24615,CPT,Treat elbow dislocation,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
24620,CPT,Treat elbow fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
24635,CPT,Treat elbow fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
24640,CPT,Treat elbow dislocation,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
24650,CPT,Treat radius fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
24655,CPT,Treat radius fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
24665,CPT,Treat radius fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
24666,CPT,Treat radius fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
24670,CPT,Treat ulnar fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
24675,CPT,Treat ulnar fracture,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
24685,CPT,Treat ulnar fracture,,30,1,1,"$9,739.06 ",$0.00,1,0,1,20061001
24800,CPT,Fusion of elbow joint,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
24802,CPT,Fusion/graft of elbow joint,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
24925,CPT,Amputation follow-up surgery,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
24935,CPT,Revision of amputation,,30,1,1,"$12,517.27 ",$0.00,1,0,1,20061001
24999,CPT,Upper arm/elbow surgery,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
25000,CPT,Incision of tendon sheath,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
25001,CPT,Incise flexor carpi radialis,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
25020,CPT,Decompress forearm 1 space,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
25023,CPT,Decompress forearm 1 space,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25024,CPT,Decompress forearm 2 spaces,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25025,CPT,Decompress forearm 2 spaces,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25028,CPT,Drainage of forearm lesion,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
25031,CPT,Drainage of forearm bursa,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
25035,CPT,Treat forearm bone lesion,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
25040,CPT,Explore/treat wrist joint,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25065,CPT,Biopsy forearm soft tissues,,30,1,1,"$4,293.64 ",$0.00,1,0,1,20061001
25066,CPT,Biopsy forearm soft tissues,,30,1,1,"$5,653.51 ",$0.00,1,0,1,20061001
25075,CPT,Removel forearm lesion subcu,,30,1,1,"$4,293.64 ",$0.00,1,0,1,20061001
25076,CPT,Removel forearm lesion deep,,30,1,1,"$5,653.51 ",$0.00,1,0,1,20061001
25077,CPT,"Remove tumor, forearm/wrist",,30,1,1,"$5,653.51 ",$0.00,1,0,1,20061001
25085,CPT,Incision of wrist capsule,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
25100,CPT,Biopsy of wrist joint,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
25101,CPT,Explore/treat wrist joint,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25105,CPT,Remove wrist joint lining,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25107,CPT,Remove wrist joint cartilage,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25110,CPT,Remove wrist tendon lesion,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
25111,CPT,Remove wrist tendon lesion,,30,1,1,"$4,477.45 ",$0.00,1,0,1,20061001
25112,CPT,Reremove wrist tendon lesion,,30,1,1,"$4,477.45 ",$0.00,1,0,1,20061001
25115,CPT,Remove wrist/forearm lesion,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
25116,CPT,Remove wrist/forearm lesion,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
25118,CPT,Excise wrist tendon sheath,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25119,CPT,Partial removal of ulna,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25120,CPT,Removal of forearm lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25125,CPT,Remove/graft forearm lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25126,CPT,Remove/graft forearm lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25130,CPT,Removal of wrist lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25135,CPT,Remove & graft wrist lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25136,CPT,Remove & graft wrist lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25145,CPT,Remove forearm bone lesion,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25150,CPT,Partial removal of ulna,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25151,CPT,Partial removal of radius,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25170,CPT,Extensive forearm surgery,,30,1,1,"$12,517.27 ",$0.00,1,0,1,20061001
25210,CPT,Removal of wrist bone,,30,1,1,"$7,265.79 ",$0.00,1,0,1,20061001
25215,CPT,Removal of wrist bones,,30,1,1,"$7,265.79 ",$0.00,1,0,1,20061001
25230,CPT,Partial removal of radius,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25240,CPT,Partial removal of ulna,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25248,CPT,Remove forearm foreign body,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
25250,CPT,Removal of wrist prosthesis,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25251,CPT,Removal of wrist prosthesis,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25259,CPT,Manipulate wrist w/anesthes,,30,1,1,$574.59 ,$0.00,1,0,1,20061001
25260,CPT,Repair forearm tendon/muscle,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25263,CPT,Repair forearm tendon/muscle,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25265,CPT,Repair forearm tendon/muscle,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25270,CPT,Repair forearm tendon/muscle,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25272,CPT,Repair forearm tendon/muscle,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25274,CPT,Repair forearm tendon/muscle,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25275,CPT,Repair forearm tendon sheath,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25280,CPT,Revise wrist/forearm tendon,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25290,CPT,Incise wrist/forearm tendon,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25295,CPT,Release wrist/forearm tendon,,30,1,1,"$5,897.28 ",$0.00,1,0,1,20061001
25300,CPT,Fusion of tendons at wrist,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25301,CPT,Fusion of tendons at wrist,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25310,CPT,Transplant forearm tendon,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
25312,CPT,Transplant forearm tendon,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
25315,CPT,Revise palsy hand tendon(s),,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
25316,CPT,Revise palsy hand tendon(s),,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
25320,CPT,Repair/revise wrist joint,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
25332,CPT,Revise wrist joint,,30,1,1,"$9,010.40 ",$0.00,1,0,1,20061001
25335,CPT,Realignment of hand,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
25337,CPT,Reconstruct ulna/radioulnar,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
25350,CPT,Revision of radius,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
25355,CPT,Revision of radius,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
25360,CPT,Revision of ulna,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25365,CPT,Revise radius & ulna,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25370,CPT,Revise radius or ulna,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
25375,CPT,Revise radius & ulna,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
25390,CPT,Shorten radius or ulna,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25391,CPT,Lengthen radius or ulna,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
25392,CPT,Shorten radius & ulna,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25393,CPT,Lengthen radius & ulna,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
25394,CPT,"Repair carpal bone, shorten",,30,1,1,"$4,477.45 ",$0.00,1,0,1,20061001
25400,CPT,Repair radius or ulna,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25405,CPT,Repair/graft radius or ulna,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25415,CPT,Repair radius & ulna,,30,1,1,"$7,473.47 ",$0.00,1,0,1,20061001
25420,CPT,Repair/graft radius & ulna,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
25425,CPT,Repair/graft radius or ulna,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
25426,CPT,Repair/graft radius & ulna,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
25430,CPT,Vasc graft into carpal bone,,30,1,1,"$7,265.79 ",$0.00,1,0,1,20061001
25431,CPT,Repair nonunion carpal bone,,30,1,1,"$7,265.79 ",$0.00,1,0,1,20061001
25440,CPT,Repair/graft wrist bone,,30,1,1,"$10,324.87 ",$0.00,1,0,1,20061001
25441,CPT,Reconstruct wrist joint,,30,1,1,"$15,450.10 ",$0.00,1,0,1,20061001
25442,CPT,Reconstruct wrist joint,,30,1,1,"$15,450.10 ",$0.00,1,0,1,20061001
25443,CPT,Reconstruct wrist joint,,30,1,1,"$15,450.10 ",$0.00,1,0,1,20061001
25444,CPT,Reconstruct wrist joint,,30,1,1,"$15,450.10 ",$0.00,1,0,1,20061001
